system:index,elevation,nwsli,.geo
0000000000000000011c_0,2047.8456,HMRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d_0,854.7502,HNGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e_0,2133.347,HNTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f_0,97.98358,HOAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120_0,2604.5918,HOKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121_0,90.80636,HONC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122_0,793.2718,HPDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123_0,1923.4863,HRKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124_0,327.34186,HRMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125_0,2630.182,HRSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126_0,760.42487,HRZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127_0,128.59189,HSEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128_0,720.72955,HSGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129_0,2159.3337,HSMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a_0,324.5272,HSPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b_0,2258.8994,HSQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c_0,2035.5891,HTRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d_0,1550.1927,HTSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e_0,2478.764,HUMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f_0,2104.7476,HVSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130_0,405.69138,HWKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131_0,707.8221,HYFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132_0,2066.2842,HYSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0,877.6043,IDKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134_0,1506.141,IDPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135_0,1455.3304,IDWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_0,134.01762,INRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137_0,185.66771,ISCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_0,818.11334,ISLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0,26.116455,ISWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_0,1194.9889,IWLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_0,765.72516,JBGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_0,2081.8894,JDPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d_0,3337.657,JEMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e_0,6.0548596,JEPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f_0,714.3207,JFSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140_0,3086.4102,JMTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141_0,2794.1072,JMWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142_0,1412.1067,JPRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143_0,1134.7437,JSDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0,1427.2086,JSNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_0,1570.9203,JTAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0,1291.5122,JULC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0,1383.6622,JWBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,169.44977,KAWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_0,1481.893,KBNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a_0,342.21783,KCPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b_0,656.0281,KELC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0,2019.8185,KIBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d_0,6.4581037,KLXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e_0,838.91296,KNNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0,1449.6863,KNWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0,660.9266,KNXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0,2216.9656,KRKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0,926.89215,KRNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0,1553.6183,KRTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0,250.42294,KSJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0,2791.4358,KSPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,250.77945,KTLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0,858.3382,KVLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,1390.657,KWYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0,1486.066,LAFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,273.0811,LAHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0,555.65094,LAYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c_0,1680.5836,LBHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0,11.85679,LCBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e_0,5.252107,LCTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f_0,855.42834,LDEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0,1723.0813,LDRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0,14.370272,LGBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0,1539.0304,LGPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0,63.690117,LICC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164_0,1245.334,LKNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165_0,913.33014,LKRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0,2507.008,LLPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167_0,167.90877,LOAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0,899.0851,LPDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0,305.99548,LPOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0,2028.6138,LPPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b_0,496.56335,LPZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c_0,1322.1398,LRLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d_0,96.459984,LRMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e_0,570.79126,LSFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f_0,565.8907,LSGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170_0,406.05008,LSHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000171_0,1271.3585,LSNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172_0,1575.8523,LSPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173_0,1262.1125,LTHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174_0,403.34985,LTJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000175_0,828.45447,LTLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176_0,534.5854,LTRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177_0,626.95935,LVMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178_0,501.8084,LXSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000179_0,993.82043,LYEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a_0,976.4164,LYQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b_0,820.0528,MADC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c_0,958.4458,MAGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d_0,50.898827,MAJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e_0,2865.489,MAMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f_0,1643.1956,MASC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180_0,190.24385,MBCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181_0,361.0408,MBGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182_0,2486.2283,MBKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183_0,2932.0857,MBSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184_0,484.29364,MBUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185_0,22.564236,MBWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186_0,1114.6624,MCCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187_0,947.1933,MCFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188_0,194.38208,MCGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189_0,813.5225,MCUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a_0,239.73549,MCWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b_0,1828.8978,MDBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c_0,2047.3849,MDCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d_0,874.3246,MDDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e_0,725.7371,MDEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f_0,1602.4763,MDHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190_0,2282.3196,MELC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191_0,699.94244,MFNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192_0,466.09613,MHEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193_0,2280.8083,MHYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194_0,1305.8688,MIAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195_0,179.70923,MIGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196_0,1209.2223,MIIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197_0,620.9334,MIPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198_0,1760.8644,MKEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199_0,2548.743,MKGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a_0,1798.0634,MLCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b_0,1746.1115,MLGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c_0,2039.6672,MLHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d_0,258.89725,MLXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e_0,825.02295,MMKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f_0,636.12585,MMOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0_0,302.1486,MMSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1_0,2748.2192,MMTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2_0,3018.222,MMUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3_0,1499.2495,MNAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4_0,1019.32117,MNCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5_0,1675.4276,MNJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6_0,858.7881,MNLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7_0,2078.596,MNMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8_0,116.72175,MOIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a9_0,582.6141,MOLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001aa_0,1497.6023,MOUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ab_0,149.83447,MPEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ac_0,682.56836,MPOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad_0,443.76263,MPWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ae_0,1957.2722,MRPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001af_0,771.2392,MRQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0_0,1079.9198,MSAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1_0,2621.841,MSJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2_0,1075.1366,MSRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3_0,263.9033,MSXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4_0,1339.4375,MTBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5_0,508.61716,MTIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6_0,1251.9691,MTQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7_0,1763.8281,MTSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b8_0,1619.5632,MTTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9_0,900.58496,MTZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ba_0,1070.5187,MUDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb_0,1732.1985,MUMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bc_0,1247.5359,MVLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bd_0,1562.4565,MWKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be_0,1198.5612,MZTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf_0,644.96094,NAPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0_0,327.1695,NBRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1_0,839.39996,NFRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2_0,657.47656,NHPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3_0,168.09825,NHWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4_0,1520.9379,NLSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5_0,300.05606,NMSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c6_0,203.4695,NTCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7_0,1583.4841,NTRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c8_0,132.60158,NVHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c9_0,27.959003,NWRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca_0,1197.5388,NZAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb_0,713.9256,OAAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc_0,4.782527,OAMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd_0,64.39594,OBPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce_0,403.16574,OBRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf_0,57.387947,ODLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d0_0,397.84836,OGOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1_0,848.0449,OGVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2_0,861.5718,OICC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3_0,1701.0474,OKGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4_0,707.4456,OKHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5_0,588.8329,OKNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6_0,353.2307,OKSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7_0,688.0981,OMBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8_0,150.99467,OMTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9_0,1880.6915,ONCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da_0,452.19818,ONOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db_0,1675.4052,ONYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc_0,944.4785,OORC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd_0,1281.5648,OPIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de_0,974.45605,OPLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df_0,270.36337,ORRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e0_0,402.71646,OSMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1_0,2521.9421,OSTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2_0,1022.79474,OTYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3_0,635.9993,OURC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4_0,2536.7852,OVDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5_0,1412.0437,OVRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6_0,1589.3754,OWNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7_0,1321.5322,OXRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8_0,1113.1631,OZNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9_0,2781.8674,PAEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea_0,1670.6724,PAMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001eb_0,625.76,PCEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec_0,1573.716,PCKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed_0,416.70737,PCLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee_0,521.84204,PDEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef_0,2342.782,PDSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0_0,377.02527,PEAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f1_0,2247.5215,PEPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2_0,489.043,PEYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3_0,1106.3529,PFHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4_0,266.23935,PFLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5_0,1103.1544,PHCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6_0,1236.542,PHRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7_0,403.34018,PIBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f8_0,1754.3403,PIEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9_0,1293.7893,PIFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa_0,1110.0397,PIHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb_0,1969.4021,PIVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc_0,1109.6508,PKCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd_0,464.98834,PKFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe_0,562.89374,PLBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ff_0,550.11206,PLCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200_0,294.41306,PLEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000201_0,749.6644,PLIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202_0,1378.7526,PLLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203_0,2066.5325,PLPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000204_0,384.7511,PLTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205_0,2619.9185,PMGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000206_0,1737.7719,PNCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000207_0,1737.7976,PNWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208_0,1167.4824,POPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000209_0,395.58163,PORC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a_0,2122.546,POSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b_0,718.2147,POTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c_0,1831.6263,POUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020d_0,28.29423,PPDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e_0,775.823,PPHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020f_0,841.83167,PPPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000210_0,106.65666,PPSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000211_0,25.20324,PREC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000212_0,2291.5168,PRGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000213_0,373.84564,PRHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000214_0,435.20203,PRPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215_0,111.31669,PSQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000216_0,1016.0853,PSWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217_0,899.7583,PTEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000218_0,1937.2812,PTFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000219_0,883.1495,PTHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a_0,2392.2253,PTQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021b_0,492.90573,PUGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021c_0,348.87628,PUSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d_0,312.91504,PVBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021e_0,162.51918,PZAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021f_0,60.8721,QCAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000220_0,1058.2395,QNYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221_0,1280.0403,QTZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222_0,2145.5913,QUAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223_0,2464.6396,QUBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224_0,1984.1426,QUPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000225_0,1095.0581,QYRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000226_0,401.4438,RAOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227_0,165.92155,RBYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000228_0,2170.774,RCEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000229_0,1347.5391,RCHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a_0,2960.6873,RCKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b_0,1493.1772,RCPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c_0,2009.7184,RCWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d_0,73.11177,RDBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e_0,744.3402,RDVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022f_0,2476.3926,RELC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230_0,223.73514,RFSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231_0,2003.3741,RGCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232_0,1300.6779,RGSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000233_0,445.36404,RHWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234_0,219.13603,RJSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235_0,833.4989,RLKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236_0,1592.8402,RNDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237_0,2115.261,RNYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000238_0,663.6488,ROLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
