system:index,elevation,nwsli,.geo
00000000000000000239_0,1016.57886,ROVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023a_0,151.98483,RRAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b_0,829.04816,RRFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c_0,1965.7009,RRMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023d_0,595.84155,RRRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e_0,182.26863,RSAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f_0,1680.8374,RSHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240_0,797.951,RSPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241_0,69.37033,RSWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242_0,1875.6727,RTLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243_0,1851.5024,RUSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000244_0,1659.818,RVDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245_0,295.4948,RVYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246_0,1930.2295,RWBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000247_0,9.678631,RWCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000248_0,14.425323,SARC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249_0,497.9457,SAUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a_0,3624.244,SAWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b_0,53.744846,SBIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c_0,250.73982,SBVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d_0,8.054573,SBZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024e_0,185.1246,SCJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f_0,1755.689,SCMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250_0,2050.0066,SDFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251_0,802.5149,SDLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252_0,1123.8458,SDRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253_0,1982.7432,SEEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000254_0,1126.6421,SEPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255_0,829.82495,SETC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000256_0,1177.4778,SEWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000257_0,1439.8201,SEYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258_0,1406.2229,SFBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259_0,977.8463,SFKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a_0,48.3155,SFOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b_0,2491.3716,SFTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c_0,0.66961265,SFXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d_0,317.56293,SGEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025e_0,1204.1593,SGPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f_0,1075.7919,SGYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000260_0,325.42,SHDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261_0,462.9128,SHHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262_0,1099.9277,SHIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263_0,1948.9143,SHMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264_0,1324.0753,SHQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265_0,808.3572,SHUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266_0,1713.326,SHVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267_0,1547.004,SHXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268_0,2168.5098,SILC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269_0,161.68549,SIXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026a_0,1728.2976,SKBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b_0,1995.6556,SLEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c_0,987.80133,SLFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d_0,2924.6482,SLIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e_0,2358.4883,SLMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f_0,1078.4474,SLPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000270_0,99.93269,SLRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271_0,1735.1693,SLTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272_0,25.345257,SLWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000273_0,270.75635,SMBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274_0,1889.3555,SMDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275_0,354.08197,SMRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000276_0,774.5761,SMSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277_0,15.073368,SMTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278_0,94.919014,SNCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000279_0,2225.4333,SNWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027a_0,543.22394,SOAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027b_0,2979.071,SOUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c_0,1138.9305,SPGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d_0,3014.5234,SPJC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e_0,548.7386,SPWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f_0,1111.4264,SQSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000280_0,394.44443,SRIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000281_0,721.9694,SRNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282_0,1526.5847,SRTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283_0,606.0767,SRUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284_0,532.87964,SRXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285_0,1387.7585,SSYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286_0,161.90834,STFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287_0,490.70734,STHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000288_0,1608.9547,STMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289_0,749.7179,STQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a_0,1844.0829,STUC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b_0,3161.3936,STXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028c_0,199.556,SUWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028d_0,387.58295,SUZC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e_0,699.36597,SWBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f_0,114.437935,SWIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290_0,85.37312,SWLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000291_0,1883.9291,SWNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292_0,408.63504,SXWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293_0,382.41962,SYWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000294_0,294.56314,TABC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295_0,2259.4412,TADC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000296_0,839.8666,TANC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297_0,1216.5529,TAPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298_0,1537.9496,TBRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299_0,887.793,TCAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a_0,324.32153,TCKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b_0,344.56918,TCLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c_0,245.61618,TEOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d_0,1171.2092,TGCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e_0,1066.0352,TGSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029f_0,1221.6384,THSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0_0,869.89294,THYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a1_0,765.228,TIGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2_0,2951.8774,TIOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3_0,3042.6255,TIRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4_0,3.8027787,TIXC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a5_0,367.28433,TLGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6_0,1098.9498,TLHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7_0,1756.6969,TMNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a8_0,2301.7424,TMRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a9_0,422.21185,TNRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002aa_0,650.2012,TNSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab_0,63.577934,TOGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac_0,459.34198,TPGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ad_0,1213.3324,TPHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae_0,451.03705,TRMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af_0,1901.4032,TRTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_0,546.34875,TSCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b1_0,875.53577,TSDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b2_0,537.63007,TSHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3_0,959.1135,TSQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b4_0,1272.0803,TTEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b5_0,2621.609,TUMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6_0,2720.6199,TUNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7_0,1673.0795,TVYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b8_0,1142.2682,TWCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9_0,1014.98004,TWMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba_0,41.07,TWSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb_0,3476.09,TYNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc_0,1206.0596,TYRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_0,990.3095,UCCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be_0,76.470955,UCMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf_0,786.2548,UDWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0_0,1146.5055,UHLC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1_0,1847.135,ULBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2_0,2144.9956,UNDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3_0,140.26466,USVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4_0,272.9931,UWNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5_0,1614.5763,VABC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6_0,340.36322,VAQC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7_0,2067.7708,VBSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8_0,311.1383,VDBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9_0,3070.8396,VGNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca_0,1494.3472,VGRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb_0,2219.3162,VGSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc_0,1751.9443,VIOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd_0,3088.3303,VKOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce_0,457.0866,VLCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf_0,1133.8252,VLYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0_0,378.0725,VNOC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1_0,1653.7421,WALC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2_0,1731.1245,WATC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3_0,1507.1416,WCFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4_0,1047.3868,WCYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5_0,427.67776,WDAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6_0,394.10672,WEDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7_0,897.77954,WEEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8_0,795.0276,WEFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9_0,2739.1914,WEMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da_0,77.1913,WESC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db_0,1201.935,WFHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc_0,564.9086,WILC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd_0,84.25576,WIRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de_0,634.7642,WISC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df_0,757.9661,WITC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0_0,1007.2562,WLBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1_0,508.2993,WLYC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e2_0,617.6999,WMSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3_0,520.54224,WOCC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e4_0,2019.0824,WSHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5_0,778.6952,WSPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6_0,311.84277,WTHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7_0,1254.1671,WTPC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8_0,1636.3761,WVTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e9_0,795.6588,WWAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea_0,1875.2283,WWDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb_0,2782.8672,WWEC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec_0,1306.6892,WWNC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed_0,2443.6072,WWRC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee_0,645.5989,WXBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef_0,1379.1066,WXMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0_0,675.5832,WXSC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1_0,438.55286,WYTC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2_0,214.07732,XCDC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3_0,467.3879,XOBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4_0,522.15015,XODC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5_0,1469.6484,XOFC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6_0,2016.542,XOGC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7_0,2723.9246,XOHC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8_0,500.33667,XOIC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9_0,2021.3717,XOMC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa_0,1748.6257,XONC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb_0,431.85318,XORC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc_0,1208.8978,YNWC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd_0,1358.5721,YOBC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe_0,339.4601,YRKC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff_0,2014.691,YVVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300_0,1581.619,YWAC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301_0,1219.1315,YYVC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302_0,1215.7076,ZENC1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303_0,2294.969,ABCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304_0,1257.7917,ADBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305_0,1599.6503,AENC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306_0,1384.4623,AGPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307_0,2297.319,ALAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000308_0,2445.9316,ALTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309_0,2441.6,ALXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a_0,2446.0723,APXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b_0,2645.4612,ARFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c_0,2395.3616,BAWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d_0,3157.6213,BBRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e_0,1665.6403,BCFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f_0,1302.191,BCKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310_0,1960.8771,BDTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311_0,2640.2212,BEKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312_0,1894.5826,BELC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313_0,1691.83,BEYC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314_0,2802.8662,BHBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315_0,2620.7927,BHRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316_0,2328.4976,BKIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317_0,3121.535,BKRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318_0,3160.9133,BLPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319_0,2312.9485,BMDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a_0,2719.1787,BMOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b_0,2293.293,BMXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c_0,1630.2278,BPRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d_0,1585.2704,BSMC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e_0,2037.8247,BTAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f_0,2287.2373,BTEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320_0,2417.662,BVAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321_0,2416.3748,CBAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322_0,2706.8103,CBUC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323_0,1631.9321,CCEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324_0,1862.1156,CCYC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325_0,2439.5842,CEKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326_0,2436.875,CEZC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327_0,2574.925,CGEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328_0,2258.1458,CGRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329_0,2172.2764,CHAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a_0,2290.6736,CHRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b_0,1131.957,CKSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c_0,2690.6406,CLRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d_0,2380.616,CLVC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e_0,2203.1438,CMEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f_0,2491.9863,CPTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330_0,1884.9271,CRAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331_0,2873.9294,CRRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332_0,3129.7458,CRVC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333_0,2535.7585,CRWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334_0,1999.6428,CTBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335_0,2150.0364,CTPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336_0,1879.6416,CTZC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337_0,2483.0852,CUHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338_0,1773.4636,CUWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339_0,3514.2024,CYNC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a_0,2733.582,DHOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033b_0,2749.0396,DJTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c_0,1879.2798,DKKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033d_0,2763.6355,DLLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033e_0,2269.6975,DMMC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f_0,2437.944,DMTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340_0,1844.6392,DNOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341_0,2435.5627,DNRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342_0,1918.9248,DRAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000343_0,1555.8071,DRBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000344_0,2571.401,DRXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000345_0,2526.4197,DRYC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000346_0,2338.9795,DYGC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000347_0,2267.1104,DYKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000348_0,2458.0034,ELTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000349_0,1209.0399,ESAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034a_0,2621.9358,ESLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034b_0,2396.33,ESPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c_0,1676.173,FCRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034d_0,1890.4473,FKTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034e_0,2359.3586,FRIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034f_0,1601.8613,FTDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350_0,1299.3668,FWLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351_0,2724.5488,GCCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000352_0,2935.271,GCFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000353_0,3120.9165,GCIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000354_0,2345.438,GCWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355_0,1740.6935,GCXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
