nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
DE49A02E,LLLN6,NY,42.8539,-77.7153,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
16F963E6,LMTN6,NY,41.8792,-74.1453,USGS01,HG,WT,VB,,,,,,,,,,,,,,,,,,,,,
DD01835E,LNDN6,NY,40.6692,-73.3561,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
1768B6F0,LPHN6,NY,44.5942,-73.4967,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
6250900A,LPSN6,NY,43.4703,-74.4131,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DE4986C2,LSLN6,NY,42.3494,-76.9992,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF051E90,LSMN6,NY,42.5797,-74.3067,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17B38338,LTLN6,NY,43.0147,-74.7797,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
D115F220,LUDN6,NY,42.5525,-76.5339,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE4950AA,LVRN6,NY,43.1003,-76.2094,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
6250B6E6,LWLN6,NY,43.8097,-75.4733,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDBF86FE,LWSN6,NY,41.8664,-74.4875,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF094F70,LYNN6,NY,43.3753,-78.4864,USGS01,HP,HP,,,,,,,,,,,,,,,,,,,,,,
16648354,MACN6,NY,43.0675,-77.2983,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CD0448D6,MBKN6,NY,41.7856,-73.7419,NOACRD,DY,DJ,XR,PC,PC,PC,US,UP,TV,MS,TV,MS,TV,MS,TV,MS,TV,MS,RW,DH,TA,PP,PC,
DF092A96,MCDN6,NY,43.0722,-77.2956,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD2AA7F4,MCKN6,NY,43.6103,-75.1108,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
12C00E76,MDBN6,NY,42.5994,-74.3364,SCSWCD,HG,,,,,,,,,,,,,,,,,,,,,,,
DF1194F2,MDXN6,NY,42.7044,-77.2758,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
1667A2B6,MGPN6,NY,41.6681,-74.7808,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DEF01434,MILN6,NY,42.61,-74.93,SIDNEY,PC,MV,,,,,,,,,,,,,,,,,,,,,,
DD23512C,MKLN6,NY,42.4289,-74.4733,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
16D222AA,MLLN6,NY,41.85,-73.6167,NWSERH,DY,TA,PC,PC,VB,,,,,,,,,,,,,,,,,,,
CE1FF35A,MMDN6,NY,42.7333,-77.9111,CELRB1,HP,PC,VB,HG,,,,,,,,,,,,,,,,,,,,
DD2377C0,MNRN6,NY,42.3769,-74.4133,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
518F54C4,MOAN6,NY,42.715,-76.4275,CANALS,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,,
DDE972F6,MOBN6,NY,40.7881,-72.7508,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
1707F15A,MOHN6,NY,42.9853,-74.9906,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17F491A6,MRGN6,NY,42.1447,-74.6539,USGS01,HG,HG,WC,TW,,,,,,,,,,,,,,,,,,,,
DD8DC670,MRNN6,NY,42.0378,-73.9725,USGS01,HG,WT,TW,VB,,,,,,,,,,,,,,,,,,,,
DE4F860C,MTBN6,NY,42.0467,-74.2772,USGS01,HG,TW,WT,VB,,,,,,,,,,,,,,,,,,,,
177CE428,MTRN6,NY,42.0144,-74.2703,USGS01,HG,TW,WT,HG,,,,,,,,,,,,,,,,,,,,
16DAF064,MTTN6,NY,40.9828,-72.5586,USGS01,HP,PC,,,,,,,,,,,,,,,,,,,,,,
6250837C,MVAN6,NY,44.2,-73.9,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
17673676,MVGN6,NY,41.4614,-74.7589,USGS01,HG,TW,WC,WP,WO,HG,,,,,,,,,,,,,,,,,,
CE2973F0,MYVN6,NY,42.2414,-79.4989,CELRP1,PC,,,,,,,,,,,,,,,,,,,,,,,
178212D0,NBHN6,NY,42.4725,-74.4411,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD23425A,NBMN6,NY,42.4658,-74.4622,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17856674,NCKN6,NY,43.6611,-73.8969,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
DDA3D080,NCRN6,NY,41.225,-73.8597,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
176A50F6,NEIN6,NY,43.0975,-75.6392,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
1768F5FA,NEVN6,NY,41.4411,-74.6022,USGS01,HG,WC,TW,,,,,,,,,,,,,,,,,,,,,
171F41EC,NGRN6,NY,43.2539,-77.7422,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
DF01F858,NHLN6,NY,43.3389,-77.915,USGS01,HG,PC,TW,WC,WO,WT,,,,,,,,,,,,,,,,,,
1637A826,NHMN6,NY,43.3403,-77.9006,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
171CD380,NMKN6,NY,42.6333,-73.8056,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3B0467A6,NPQN6,NY,41.8317,-73.9419,NOAERD,TW,WC,WS,WX,WO,HM,WP,WT,WF,VB,,,,,,,,,,,,,,
3B01301A,NPXN6,NY,41.8314,-73.9422,NOAERD,TA,VJ,DJ,VJ,DJ,XR,PA,US,UD,UE,VU,DU,PP,RS,VB,EP,,,,,,,,
DD8EC17E,NUTN6,NY,41.0883,-74.0342,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
17E1828E,NVCN6,NY,41.89,-74.5903,USGS01,HG,TW,HG,TA,WC,TW,,,,,,,,,,,,,,,,,,
DF136F50,NVKN6,NY,41.8278,-74.6389,USGS01,HP,HP,TW,TW,TW,,,,,,,,,,,,,,,,,,,
DE2DB450,NVWN6,NY,41.9186,-74.575,USGS01,HG,HB,TW,WC,WT,VB,,,,,,,,,,,,,,,,,,
17854098,NVXN6,NY,41.82,-74.6358,USGS01,HG,WC,TW,,,,,,,,,,,,,,,,,,,,,
16690626,NWCN6,NY,43.9661,-74.1314,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD83B488,NWRN6,NY,43.0531,-77.0872,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
16FFD0A6,OGIN6,NY,44.2225,-75.0744,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17C69222,OGWN6,NY,43.52,-75.1542,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
15C876FC,OLCN6,NY,43.3406,-78.7194,NWSERH,DJ,DH,US,UD,UP,TA,PA,VB,,,,,,,,,,,,,,,,
CE6B8B8E,OLNN6,NY,42.0731,-78.4511,CELRP1,HG,PC,,,,,,,,,,,,,,,,,,,,,,
176A3510,ONCN6,NY,43.0575,-76.1619,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE496530,ONDN6,NY,42.9833,-76.1344,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17781196,OQGN6,NY,42.0486,-75.485,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
163850E2,ORIN6,NY,41.1367,-72.3067,USGS01,TW,WC,WP,WT,WO,HM,,,,,,,,,,,,,,,,,,
1700757A,ORKN6,NY,43.1428,-75.3378,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD914666,OSON6,NY,43.4517,-76.5056,USGS01,HG,TW,WC,WP,WT,WO,,,,,,,,,,,,,,,,,,
518F82AC,OVDN6,NY,42.6817,-76.7783,CANALS,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,,
17845114,OWCN6,NY,42.1272,-76.27,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD837196,OWGN6,NY,42.0972,-76.2667,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17B8F600,OWIN6,NY,42.7117,-76.4339,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
16948140,OWSN6,NY,42.9039,-76.5394,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
17F0A106,PARN6,NY,44.5986,-74.7375,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
166933BC,PBGN6,NY,44.6817,-73.4717,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
172A75C6,PECN6,NY,40.9136,-72.6872,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
163ED638,PHCN6,NY,44.0528,-73.4536,USGS01,HP,PP,UD,UR,US,UP,TW,,,,,,,,,,,,,,,,,
DDAFB4FA,PHXN6,NY,43.2111,-76.2869,USGS01,HG,HG,WV,,,,,,,,,,,,,,,,,,,,,
17F0949C,PIEN6,NY,44.2347,-74.5722,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD2364B6,PKLN6,NY,42.4061,-74.4475,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
179010BA,PKMN6,NY,41.6508,-73.945,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DEF021AE,PLAN6,NY,42.86,-75.23,SIDNEY,TA,XR,TD,PC,PA,US,UD,UP,UR,RW,,,,,,,,,,,,,,
17F4C1DA,PLTN6,NY,42.1331,-74.6958,USGS01,HG,US,UD,TA,XR,RW,,,,,,,,,,,,,,,,,,
D115A25C,PMPN6,NY,43.0472,-77.4764,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
16667624,PMTN6,NY,41.0433,-73.8964,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
DD91608A,PNAN6,NY,42.0572,-79.4994,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
D11E5170,PNVN6,NY,43.5311,-76.0378,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
518E9320,PNYN6,NY,42.6489,-77.0522,CANALS,TA,XR,VB,,,,,,,,,,,,,,,,,,,,,
DF107B28,PPTN6,NY,42.0875,-74.8194,USGS01,HP,HP,TW,TW,TW,,,,,,,,,,,,,,,,,,,
1716D2D2,PRGN6,NY,42.4506,-79.0142,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
1661A278,PRIN6,NY,40.9178,-72.6386,USGS01,TW,TW,WC,WO,WP,WT,WY,HM,,,,,,,,,,,,,,,,
1716615C,PRTN6,NY,42.5903,-78.0261,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CE7EEE36,PTGN6,NY,42.5703,-78.0425,CELRB1,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
DDB976B4,PTLN6,NY,41.4472,-73.5561,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
DF0A487E,PTRN6,NY,42.6633,-73.7447,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD231226,PTVN6,NY,42.3194,-74.4369,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
17ED23EA,PUTN6,NY,41.4472,-73.5561,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
1763D0BE,RAMN6,NY,41.1403,-74.1689,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
163BD1F8,RAPN6,NY,43.0931,-78.6361,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CE49E4A0,RCKN6,NY,42.3778,-75.4064,CENAB1,HG,,,,,,,,,,,,,,,,,,,,,,,
1635A300,RCSN6,NY,43.1256,-77.65,USGS01,HG,TW,WV,HG,WC,WO,WT,,,,,,,,,,,,,,,,,
518024C6,RCZN6,NY,42.9275,-75.8564,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
5180C734,RDRN6,NY,42.8269,-75.9,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
5180D442,REBN6,NY,42.8694,-75.6867,CANALS,HP,VB,,,,,,,,,,,,,,,,,,,,,,
DDBC2108,REDN6,NY,43.5422,-75.8139,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
5181E322,REVN6,NY,42.8672,-75.7608,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
1777D21A,REYN6,NY,40.5933,-73.5842,USGS01,HM,US,UD,PP,,,,,,,,,,,,,,,,,,,,
DD9173FC,RHSN6,NY,42.0917,-78.7478,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
518244D4,RJMN6,NY,42.8022,-75.6014,CANALS,HP,VB,,,,,,,,,,,,,,,,,,,,,,
518257A2,RKBN6,NY,42.8714,-75.5731,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
DD01A5B2,RKWN6,NY,40.5931,-73.7378,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
51826238,RLLN6,NY,42.9278,-75.8525,CANALS,HP,VB,,,,,,,,,,,,,,,,,,,,,,
5182714E,RMDN6,NY,42.8458,-75.5258,CANALS,HP,VB,,,,,,,,,,,,,,,,,,,,,,
17E1C184,RMEN6,NY,43.2644,-75.4367,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE2DA726,RNDN6,NY,43.1981,-77.7108,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
5182A726,RODN6,NY,43.24,-76.1411,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
DDA2D27A,ROHN6,NY,43.1417,-77.6164,USGS01,WV,HG,TW,WC,WP,WT,WO,,,,,,,,,,,,,,,,,
DDBCB46A,ROSN6,NY,41.8431,-74.0864,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
D119B0B6,ROUN6,NY,44.9964,-73.3597,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17EEE1FA,ROXN6,NY,42.2939,-74.5592,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
15C88678,RPRN6,NY,43.2625,-77.5981,NWSERH,DJ,DH,US,UD,UP,TA,PA,,,,,,,,,,,,,,,,,
16D33326,RRHN6,NY,40.9583,-72.7133,NWSERH,DY,TA,PC,PC,VB,,,,,,,,,,,,,,,,,,,
171F9784,RRMN6,NY,43.0278,-77.4781,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
170A97DA,RSSN6,NY,42.3306,-73.7439,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD915510,RSVN6,NY,43.2189,-78.9122,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
17E01516,RVLN6,NY,41.4706,-73.7606,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDBC9286,RVRN6,NY,43.6094,-73.7381,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
176136B8,RWYN6,NY,40.5736,-73.8856,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
DE2DC2C0,RXFN6,NY,42.8511,-73.8872,USGS01,HG,TW,WO,WC,WP,WT,VB,,,,,,,,,,,,,,,,,
DE1262DA,RYVN6,NY,44.8389,-74.9792,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17D5B45E,SACN6,NY,43.3158,-73.9275,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
175F77AA,SADN6,NY,40.8661,-73.7103,USGS01,TW,HM,,,,,,,,,,,,,,,,,,,,,,
DF09BFF4,SAKN6,NY,43.9469,-76.1328,USGS01,HP,HP,,,,,,,,,,,,,,,,,,,,,,
17C68154,SANN6,NY,43.8133,-76.075,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE1355BA,SAYN6,NY,40.7211,-73.0914,USGS01,HM,TW,WC,,,,,,,,,,,,,,,,,,,,,
62502384,SBFN6,NY,42.7,-75.5,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DE49E324,SBYN6,NY,43.1744,-78.3864,USGS01,HG,TW,WC,WO,WT,,,,,,,,,,,,,,,,,,,
DE2DE42C,SCHN6,NY,42.8306,-73.9308,USGS01,HG,HG,WV,,,,,,,,,,,,,,,,,,,,,
17E1E768,SCLN6,NY,44.5097,-74.8836,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE2D3244,SCON6,NY,42.8283,-73.9906,USGS01,HG,TW,WC,WP,WO,WT,,,,,,,,,,,,,,,,,,
DEF0573E,SDCN6,NY,42.29,-75.23,SIDNEY,PC,MV,,,,,,,,,,,,,,,,,,,,,,
DDA73648,SDKN6,NY,41.6678,-74.6228,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
DEF071D2,SDRN6,NY,42.2964,-75.2461,SIDNEY,HG,,,,,,,,,,,,,,,,,,,,,,,
DDADC79E,SEFN6,NY,42.9389,-76.7614,USGS01,HG,TW,WV,,,,,,,,,,,,,,,,,,,,,
6250608E,SFAN6,NY,44.6,-73.6,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD0BD270,SFFN6,NY,41.1183,-74.1522,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
11732268,SFRN6,NY,44.4528,-74.7608,NWSERH,DJ,TA,PC,PC,US,UD,UP,UR,VB,,,,,,,,,,,,,,,
DF118956,SGGN6,NY,42.6275,-77.1589,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17660116,SGHN6,NY,40.9903,-72.2822,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
DD6660AA,SHBN6,NY,42.6786,-75.5108,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDE96180,SHIN6,NY,40.8506,-72.5033,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
DF02AF2A,SHKN6,NY,42.7369,-77.8414,USGS01,HG,TA,WV,,,,,,,,,,,,,,,,,,,,,
FA65F772,SHPN6,NY,43.0097,-73.6508,NPS003,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
1716722A,SHYN6,NY,43.1567,-78.4036,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
DEF032D8,SIDN6,NY,42.31,-75.4,SIDNEY,PC,,,,,,,,,,,,,,,,,,,,,,,
DF09AC82,SKKN6,NY,43.5528,-76.2136,USGS01,HP,HP,,,,,,,,,,,,,,,,,,,,,,
16FE0434,SKYN6,NY,43.0147,-76.4722,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17A8011A,SLCN6,NY,41.3275,-73.5914,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD6E87FE,SLMN6,NY,42.1561,-78.715,USGS01,HG,PC,TW,,,,,,,,,,,,,,,,,,,,,
1763B558,SLVN6,NY,42.0747,-75.3964,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
CE1966F6,SNCN6,NY,42.2533,-79.2711,CELRP1,PC,,,,,,,,,,,,,,,,,,,,,,,
DF098A6E,SODN6,NY,43.2775,-76.9739,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
176740E6,SPBN6,NY,44.64,-73.4953,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
1664F5C4,SPON6,NY,43.6308,-76.1939,USGS01,HL,,,,,,,,,,,,,,,,,,,,,,,
17A827F6,SPUN6,NY,42.185,-74.2772,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
62500568,SRON6,NY,43.8708,-73.7519,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DF0939E0,SSDN6,NY,43.115,-76.4386,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
1788C5EA,STGN6,NY,41.2347,-74.2375,USGS01,PC,,,,,,,,,,,,,,,,,,,,,,,
17E09302,STUN6,NY,42.1144,-74.3642,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
DD8E541C,SUFN6,NY,41.1167,-74.1333,USGS01,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
5181F054,SVBN6,NY,43.1939,-75.7311,CANALS,HP,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,
DF02293E,SVRN6,NY,42.5439,-79.1644,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
176627FA,SWBN6,NY,41.5672,-74.7833,USGS01,HG,TW,WC,WO,,,,,,,,,,,,,,,,,,,,
DD2AC212,SWRN6,NY,43.8983,-75.0506,USGS01,PC,HP,,,,,,,,,,,,,,,,,,,,,,
1664A5B8,SXBN6,NY,42.3814,-76.3944,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
168940A6,SXMN6,NY,42.4031,-76.435,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
171604BA,TABN6,NY,43.3011,-75.6219,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF02420A,TENN6,NY,41.6589,-73.5286,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
177CB454,TERN6,NY,41.0442,-72.3169,USGS01,HM,VB,,,,,,,,,,,,,,,,,,,,,,
DF136182,TKLN6,NY,42.1469,-74.905,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
1708074C,TMSN6,NY,43.1253,-73.5847,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD10D646,TPKN6,NY,42.12,-74.8189,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
17941580,TRCN6,NY,42.1736,-75.2797,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
165F7608,TRYN6,NY,42.7508,-73.6856,USGS01,HG,HG,WV,VB,,,,,,,,,,,,,,,,,,,,
CE49EA72,UNDN6,NY,42.3214,-75.3164,CENAB1,HG,,,,,,,,,,,,,,,,,,,,,,,
17964008,UNVN6,NY,41.2878,-74.5342,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
170A7428,UTIN6,NY,43.0936,-75.1581,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
518FD2D0,VERN6,NY,43.0594,-75.5097,CANALS,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,,
11721508,VICN6,NY,43.0028,-77.4483,NWSERH,PC,VB,TA,YV,,,,,,,,,,,,,,,,,,,,
DE2DD1B6,VISN6,NY,42.8042,-73.8478,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DDA28206,VOLN6,NY,43.3633,-76.3808,USGS01,HB,HB,,,,,,,,,,,,,,,,,,,,,,
CE4A0E8E,VSTN6,NY,42.0908,-76.0564,CENAB1,HG,,,,,,,,,,,,,,,,,,,,,,,
DDA9F73E,WALN6,NY,42.1661,-75.1403,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
DD51D760,WAPN6,NY,41.6531,-73.8731,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17ED1670,WBCN6,NY,41.4117,-73.6939,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CE4A1DF8,WCRN6,NY,42.2222,-77.4181,CENAB1,HG,,,,,,,,,,,,,,,,,,,,,,,
1720379E,WDBN6,NY,41.7567,-74.6014,USGS01,HB,,,,,,,,,,,,,,,,,,,,,,,
17EFD69A,WDLN6,NY,42.0797,-74.3344,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF097AEA,WEBN6,NY,43.2669,-77.4339,USGS01,HP,HP,,,,,,,,,,,,,,,,,,,,,,
CE7EFD40,WELN6,NY,42.1222,-77.9575,CELRB1,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
175F872E,WESN6,NY,40.8886,-73.6381,USGS01,HM,,,,,,,,,,,,,,,,,,,,,,,
163BC28E,WFLN6,NY,42.3308,-79.59,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD26A668,WFRN6,NY,42.8239,-73.6625,USGS01,HG,QR,VB,,,,,,,,,,,,,,,,,,,,,
170A84AC,WHBN6,NY,43.1114,-75.2939,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
175BF484,WIHN6,NY,43.6219,-73.4183,USGS01,HP,HP,,,,,,,,,,,,,,,,,,,,,,
16FE22D8,WILN6,NY,42.9778,-78.7639,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CE437090,WITN6,NY,42.3428,-75.9658,CENAB1,TA,HP,PC,HP,,,,,,,,,,,,,,,,,,,,
17E08074,WKLN6,NY,42.2303,-74.3933,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD8DD506,WLBN6,NY,44.3583,-73.395,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
DD6E777A,WLLN6,NY,42.1222,-77.9575,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17A792EA,WMRN6,NY,43.3661,-74.9581,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF01EB2E,WNCN6,NY,42.5383,-79.1689,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
62504662,WNKN6,NY,44.1667,-74.9,NYSFDR,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
1763E524,WNYN6,NY,41.0956,-73.9644,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
DEF062A4,WORN6,NY,42.59,-74.75,SIDNEY,PC,MV,,,,,,,,,,,,,,,,,,,,,,
DD66C052,WRWN6,NY,42.7425,-78.1375,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DD668358,WSRN6,NY,42.0747,-75.6381,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDBC44EE,WTFN6,NY,42.8292,-73.6667,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
518EE5B0,WTGN6,NY,42.3514,-76.8814,CANALS,PP,TA,XR,VB,,,,,,,,,,,,,,,,,,,,
DD831470,WVYN6,NY,41.9847,-76.5014,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF07A8EA,WWAN6,NY,42.1772,-75.1289,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DF09C964,WWMN6,NY,41.9033,-74.8128,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
17ED309C,XRVN6,NY,41.2603,-73.6019,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
15C8658A,YGNN6,NY,43.2614,-79.0642,NWSERH,DJ,DH,US,UD,UP,TA,PA,,,,,,,,,,,,,,,,,
CE0B649C,YNTN6,NY,43.2611,-79.0642,CELRE1,WV,HL,VB,TW,,,,,,,,,,,,,,,,,,,,
