nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
327D85C4,SLTO3,OR,44.0444,-120.666,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
60005212,SMCO3,OR,43.21,-124.317,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3247A40A,SMFO3,OR,42.1989,-120.247,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD9C3390,SNDO3,OR,45.4492,-122.244,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE51732,SNRO3,OR,43.6725,-119.671,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
3B0032E0,SNTO3,OR,43.2792,-124.318,NOAERD,TA,VJ,DJ,VJ,DJ,XR,PA,US,UD,UE,VU,DU,PP,RS,VB,,,,,,,,,
3B03F0F0,SOQO3,OR,43.3222,-124.322,NOAERD,TW,WC,WS,WX,WO,HM,WP,WT,VB,,,,,,,,,,,,,,,
0EE3C194,SPBO3,OR,42.3736,-120.969,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE3A472,SPGO3,OR,42.5511,-121.62,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD74F7A2,SPRO3,OR,44.0931,-122.956,USGS01,HG,WV,HB,TW,,,,,,,,,,,,,,,,,,,,
17369036,SPSO3,OR,45.7553,-118.049,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
3246801C,SQFO3,OR,42.0697,-123.012,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE55438,SQKO3,OR,44.2331,-121.568,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
347BA62A,SQSO3,OR,44.2878,-121.543,BURPNW,HG,,,,,,,,,,,,,,,,,,,,,,,
DD092700,SRMO3,OR,45.3997,-122.136,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDDE1354,SRPO3,OR,42.7064,-122.389,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE00D56,SRRO3,OR,45.0114,-123.885,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
15C0A432,SRSO3,OR,43.3436,-122.737,NWSWRH,PC,VB,,,,,,,,,,,,,,,,,,,,,,
0EE65336,SRTO3,OR,43.9225,-118.958,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE354F6,SSBO3,OR,42.42,-121.056,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
CE77AB60,SSFO3,OR,44.4125,-122.688,CENWP1,HG,TW,HG,,,,,,,,,,,,,,,,,,,,,
346F229A,SSNO3,OR,43.4139,-124.279,NOAERD,TW,WC,WS,WX,WO,HM,WP,WT,VB,,,,,,,,,,,,,,,
DDA0B268,SSPO3,OR,43.3039,-122.498,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE317FC,STAO3,OR,44.3414,-118.656,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
32479190,STFO3,OR,42.1892,-120.847,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD79A4B8,SUSO3,OR,44.2897,-122.048,USGS01,HG,TW,WC,VB,,,,,,,,,,,,,,,,,,,,
CE72ACA0,SUVO3,OR,44.7833,-123.233,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
324BD306,SVFO3,OR,42.8589,-123.378,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE2A688,SVRO3,OR,43.1111,-121.068,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE84428,SVSO3,OR,44.0883,-118.971,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
347FF36C,SWCO3,OR,44.0806,-121.3,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
172E4566,SYCO3,OR,45.4775,-122.508,USGS01,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
60004164,SYNO3,OR,44.7175,-122.692,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
32698760,TARO3,OR,45.6125,-121.943,BLM001,PC,US,UD,TA,XR,VB,UR,UP,,,,,,,,,,,,,,,,
324A0794,TCFO3,OR,44.1111,-122.577,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD8920B8,TDAO3,OR,45.6083,-121.19,USGS01,HG,WV,,,,,,,,,,,,,,,,,,,,,,
347BD0BA,TFCO3,OR,44.0903,-121.369,BURPNW,QD,VB,,,,,,,,,,,,,,,,,,,,,,
E500115A,TGCO3,OR,45.5022,-123.056,OREWRD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
CE0C4044,TGRO3,OR,45.9725,-118.024,CENWW1,PA,TA,XR,TD,RW,US,UD,UP,UR,TV,PC,TV,,,,,,,,,,,,
3443AA2E,THFO3,OR,45.0125,-117.781,BURPNW,HP,HG,TW,,,,,,,,,,,,,,,,,,,,,
DDC59176,TIDO3,OR,44.3861,-123.831,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
DD67F732,TILO3,OR,42.9306,-122.947,USGS01,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
DD88F42A,TKTO3,OR,43.2639,-122.422,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
E5008438,TLFO3,OR,45.5058,-123.218,OREWRD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD67E444,TLMO3,OR,45.4761,-123.724,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
173A82DC,TLYO3,OR,45.1219,-122.07,USGS01,HG,TW,PC,,,,,,,,,,,,,,,,,,,,,
326146D8,TMFO3,OR,43.2428,-121.353,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
60010094,TMKO3,OR,45.4572,-123.802,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
6000A296,TMRO3,OR,44.0494,-121.4,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3261233E,TOFO3,OR,43.2186,-122.412,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3235723A,TPEO3,OR,43.835,-121.083,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDCAD4EE,TRAO3,OR,45.4464,-123.709,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD600582,TRBO3,OR,44.2681,-122.049,USGS01,HG,TW,WC,WP,WT,WO,,,,,,,,,,,,,,,,,,
324FB3DA,TRFO3,OR,43.0017,-123.779,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE12792,TROO3,OR,42.1558,-118.454,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
E50037B6,TRRO3,OR,45.49,-122.952,OREWRD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD5493AA,TRSO3,OR,44.7122,-122.769,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
175FC424,TRYO3,OR,45.9458,-117.45,USGS01,HG,TA,,,,,,,,,,,,,,,,,,,,,,
E50074BC,TUAO3,OR,45.3872,-122.763,OREWRD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD9F64E2,TUCO3,OR,45.3244,-123.545,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3245D76E,TUFO3,OR,45.0664,-119.491,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
6000C770,TWRO3,OR,46.0114,-123.556,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDC69678,TYCO3,OR,45.4308,-122.673,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
162B769E,UKIO3,OR,45.1347,-118.936,USGS01,PC,VB,,,,,,,,,,,,,,,,,,,,,,
16E6F788,UMAO3,OR,45.9031,-119.326,USGS01,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
3481300E,UMDO3,OR,45.7767,-119.212,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
3481A56C,UMMO3,OR,45.7953,-119.323,BURPNW,HG,TA,,,,,,,,,,,,,,,,,,,,,,
83744612,UMTO3,OR,45.9167,-119.567,FWSBID,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
34818380,UMUO3,OR,45.7208,-119.179,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
3443B958,UNYO3,OR,44.5036,-118.196,BURPNW,HP,HG,TA,PC,TW,,,,,,,,,,,,,,,,,,,
347EA1EA,VALO3,OR,43.9889,-117.219,BURPNW,HG,,,,,,,,,,,,,,,,,,,,,,,
324A14E2,VCFO3,OR,44.2525,-123.464,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DE52317A,VENO3,OR,45.8072,-123.282,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
CE73BD2C,VIDO3,OR,44.125,-122.469,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
0EE068B0,VNCO3,OR,44.2889,-118.98,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
347C6100,WADO3,OR,45.1764,-121.694,BURPNW,HP,HG,VB,,,,,,,,,,,,,,,,,,,,,
0EE8E4D0,WALO3,OR,45.3361,-117.222,OREERD,HP,TW,,,,,,,,,,,,,,,,,,,,,,
3484C74A,WARO3,OR,43.5744,-118.209,BURPNW,HG,PC,TW,TA,,,,,,,,,,,,,,,,,,,,
0EE81454,WAWO3,OR,45.1433,-123.495,OREERD,HG,VB,TW,,,,,,,,,,,,,,,,,,,,,
3482C784,WBCO3,OR,45.4839,-118.836,BURPNW,HG,TW,TA,VB,,,,,,,,,,,,,,,,,,,,
0EE5474E,WBWO3,OR,45.6086,-117.616,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE0408E,WCCO3,OR,45.4883,-117.403,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
CE8BA63A,WCLO3,OR,43.9144,-122.688,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
3474A0B8,WCRO3,OR,45.6861,-118.746,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE26396,WFHO3,OR,45.5994,-121.635,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
347AE7DA,WICO3,OR,43.6839,-121.689,BURPNW,HP,HG,TW,VB,,,,,,,,,,,,,,,,,,,,
CE7AB5A2,WILO3,OR,45.3506,-119.549,CENWP1,HG,TW,WC,WP,,,,,,,,,,,,,,,,,,,,
CE7FCA20,WIMO3,OR,45.3614,-119.559,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
DD70C702,WKAO3,OR,42.7403,-121.833,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
324AD1FC,WKFO3,OR,44.3325,-123.718,BLM001,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE916AE,WLAO3,OR,45.0472,-123.503,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE92334,WLEO3,OR,45.4181,-117.284,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
CE5867D0,WLOO3,OR,45.3472,-119.544,CENWP1,HP,,,,,,,,,,,,,,,,,,,,,,,
324045CC,WMFO3,OR,45.2406,-121.453,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,TV,,,,,,,,,,,,
0EE134E4,WMNO3,OR,42.9117,-121.476,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
DD7505DC,WMSO3,OR,42.5644,-121.88,USGS01,HG,WT,TW,VB,,,,,,,,,,,,,,,,,,,,
0EE05D2A,WNKO3,OR,42.0086,-124.188,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
DD680124,WNRO3,OR,43.2722,-123.411,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
32407056,WPKO3,OR,45.1094,-122.195,DAFS00,PC,US,UD,TA,MT,XR,VB,UR,UP,MM,RW,,,,,,,,,,,,,
17355226,WREO3,OR,44.0917,-123.116,USGS01,US,WT,WO,WC,,,,,,,,,,,,,,,,,,,,
169590CC,WRKO3,OR,42.5817,-121.942,USGS01,HG,TW,WV,VB,,,,,,,,,,,,,,,,,,,,
3484B1DA,WRMO3,OR,43.5847,-118.208,BURPNW,HP,,,,,,,,,,,,,,,,,,,,,,,
CE7FBCB0,WRNO3,OR,45.6,-122.053,CENWD1,PA,TW,HB,WG,,,,,,,,,,,,,,,,,,,,
0EE038CC,WRSO3,OR,42.5764,-121.866,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
6000847A,WSBO3,OR,45.6167,-121.335,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
5211C70E,WSFO3,OR,45.0394,-121.674,BIAPRR,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE58DA8C,WSLO3,OR,45.3508,-122.675,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
DD5EB414,WSNO3,OR,43.1333,-123.397,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
329426EA,WSRO3,OR,44.7794,-121.25,BIAPRR,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
3256E264,WTFO3,OR,43.3433,-119.887,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE75B330,WTLO3,OR,44.4986,-122.822,CENWP1,HG,TW,HG,,,,,,,,,,,,,,,,,,,,,
DD408278,WTSO3,OR,45.4772,-123.808,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
3482740A,WUPO3,OR,43.6825,-121.687,BURPNW,TA,PC,VB,,,,,,,,,,,,,,,,,,,,,
324A320E,WWCO3,OR,44.0289,-123.174,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
3249E368,YEFO3,OR,44.5922,-122.428,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
323E9260,YLPO3,OR,44.5264,-118.323,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
324BC070,YNFO3,OR,43.6383,-123.327,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
348190F6,YOKO3,OR,45.6772,-119.036,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
0EE4A646,YRCO3,OR,44.6575,-123.839,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE6A3B2,YRYO3,OR,44.4917,-124.019,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DE5AF0C2,ZOLO3,OR,45.1006,-122.821,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
