nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
347C549A,HPWO3,OR,42.215,-122.372,BURPNW,TA,EP,PC,VB,,,,,,,,,,,,,,,,,,,,
3262B152,HRLO3,OR,45.3192,-116.868,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
3482A262,HSDO3,OR,44.5,-121.153,BURPNW,HP,QT,HG,TW,TA,PC,US,UD,VB,,,,,,,,,,,,,,,
3249F01E,HSFO3,OR,44.9408,-122.401,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE7ABB70,HWLO3,OR,45.3408,-119.515,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
326071B8,HYFO3,OR,44.4503,-121.13,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
15C0E738,IMHO3,OR,45.5625,-116.833,NWSWRH,VB,,,,,,,,,,,,,,,,,,,,,,,
3450F410,IMNO3,OR,45.5625,-116.833,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
326062CE,IRFO3,OR,44.3239,-119.769,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
CE7550C2,JASO3,OR,43.9983,-122.905,CENWP1,HG,VB,,,,,,,,,,,,,,,,,,,,,,
CE8BB54C,JASO3,OR,43.9983,-122.905,CENWP1,HG,HG,TW,,,,,,,,,,,,,,,,,,,,,
DD9705A2,JBMO3,OR,44.3581,-118.575,USGS01,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
F0050542,JDMO3,OR,45.5878,-120.408,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DDF341A0,JEFO3,OR,44.7389,-123.049,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
15D4A696,JELO3,OR,45.9411,-123.528,NWSWRH,PC,VB,,,,,,,,,,,,,,,,,,,,,,
CE75762E,JFFO3,OR,44.7147,-123.014,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
DDC561F2,JHNO3,OR,44.4186,-118.906,USGS01,HG,TA,,,,,,,,,,,,,,,,,,,,,,
0EE2D018,JPGO3,OR,44.5208,-119.624,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
3262673A,JRFO3,OR,45.1139,-118.404,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
347BB55C,JUNO3,OR,42.7139,-122.606,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
17B8C39A,KAHO3,OR,44.8567,-121.149,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
32557008,KBFO3,OR,43.9011,-117.987,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
C4500616,KCMO3,OR,45.4317,-122.628,CLACKA,HG,PC,TA,VB,,,,,,,,,,,,,,,,,,,,
DE02F026,KCPO3,OR,45.4769,-122.497,USGS01,HG,TW,HG,WV,VB,,,,,,,,,,,,,,,,,,,
326C6352,KEEO3,OR,44.6661,-118.922,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
344EB4EC,KELO3,OR,42.1631,-121.32,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD25D7F6,KEOO3,OR,42.1333,-121.961,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
DD88A456,KLLO3,OR,42.2236,-121.793,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
8374830C,KMRO3,OR,42.9533,-121.582,FWSBID,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD70D474,KRBO3,OR,42.2319,-123.662,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
6000D406,LAGO3,OR,45.5506,-118.013,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
34848440,LAPO3,OR,43.6892,-121.502,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
0EE43324,LARO3,OR,42.1969,-123.041,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
3449B6D8,LBCO3,OR,42.4222,-122.622,BURPNW,HG,TW,TA,VB,,,,,,,,,,,,,,,,,,,,
345E86E8,LBEO3,OR,42.4628,-122.815,BURPNW,HG,TW,WC,WP,WT,WO,VB,,,,,,,,,,,,,,,,,
323582BE,LBFO3,OR,43.9253,-121.343,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
342291AE,LBUO3,OR,42.4256,-122.603,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE7A148,LCDO3,OR,44.1894,-123.206,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
15D4B5E0,LEEO3,OR,45.5925,-123.522,NWSWRH,PC,VB,,,,,,,,,,,,,,,,,,,,,,
32403D8E,LGFO3,OR,45.51,-121.903,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE06662,LGNO3,OR,45.3522,-118.183,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
60006788,LGPO3,OR,42.9533,-124.223,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
15C120DC,LLHO3,OR,44.44,-118.42,NWSWRH,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,,,,,,,,,,,,,,
3279B564,LMCO3,OR,42.7081,-118.51,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD2594FC,LNEO3,OR,44.8358,-122.354,USGS01,HG,HG,WV,WT,PC,,,,,,,,,,,,,,,,,,,
DD72149E,LOBO3,OR,44.2481,-123.635,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
CE70E48C,LOCO3,OR,44.2097,-122.256,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
324B5512,LOFO3,OR,43.9064,-123.379,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE712DBA,LONO3,OR,43.6414,-123.085,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
CE8018CE,LOPO3,OR,43.915,-122.752,CENWP1,HP,HT,HP,,,,,,,,,,,,,,,,,,,,,
CE806E5E,LOSO3,OR,42.6722,-122.675,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE493DC,LRBO3,OR,42.1967,-121.401,OREERD,HG,PC,PA,VB,,,,,,,,,,,,,,,,,,,,
0EE0E076,LRCO3,OR,45.0897,-119.884,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
344DF0E8,LRHO3,OR,42.1692,-121.453,BURPNW,HG,,,,,,,,,,,,,,,,,,,,,,,
D111C280,LRPO3,OR,43.2528,-123.025,USGS01,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
DD88C1B0,LSNO3,OR,45.4156,-122.17,USGS01,TW,HG,,,,,,,,,,,,,,,,,,,,,,
0EE07514,LSRO3,OR,45.5372,-117.479,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE50444,LSTO3,OR,45.4389,-117.426,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
347D156A,MABO3,OR,43.965,-118.174,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
347E7782,MADO3,OR,43.7847,-118.331,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
347E9470,MAOO3,OR,44.0403,-117.021,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
34404000,MAXO3,OR,45.8047,-119.358,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
34824190,MCCO3,OR,44.1286,-120.422,BURPNW,TA,,,,,,,,,,,,,,,,,,,,,,,
345277F0,MCDO3,OR,42.4106,-117.863,BURPNW,TA,PC,,,,,,,,,,,,,,,,,,,,,,
169CC6EC,MCGO3,OR,45.6889,-118.356,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
34816072,MCKO3,OR,45.6094,-118.799,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
CE8073FA,MCLO3,OR,42.6553,-122.715,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
1736D33C,MCMO3,OR,45.2058,-123.181,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE7B23E,MDCO3,OR,45.2683,-118.526,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
0EE522A8,MDOO3,OR,45.2664,-118.381,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
5211A2E8,MEFO3,OR,44.6278,-121.615,BIAPRR,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE798736,MEHO3,OR,44.7892,-122.618,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
DDC6850E,METO3,OR,44.6264,-121.483,USGS01,HG,TW,HG,,,,,,,,,,,,,,,,,,,,,
3483F0E4,MFDO3,OR,42.3308,-122.872,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
16F4238A,MFWO3,OR,45.9214,-118.374,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3253A6AE,MGFO3,OR,44.5014,-117.298,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE701B0,MIAO3,OR,43.0931,-123.874,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DDDDE4DE,MIWO3,OR,45.4531,-122.642,USGS01,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
348155E8,MKDO3,OR,45.6078,-118.792,BURPNW,HP,VB,,,,,,,,,,,,,,,,,,,,,,
DE662146,MKLO3,OR,44.1239,-122.626,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
CE807D28,MLBO3,OR,42.6511,-122.691,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
344764D8,MLCO3,OR,44.4072,-120.64,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
324D05A0,MLFO3,OR,42.4997,-123.369,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
6000E19C,MLLO3,OR,46.0225,-123.272,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE08590,MLSO3,OR,44.47,-121.638,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
5211B19E,MMFO3,OR,44.9256,-121.198,BIAPRR,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
6000970C,MMRO3,OR,45.5794,-121.597,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD56104A,MNMO3,OR,45.62,-117.726,USGS01,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
CE734DA8,MNRO3,OR,44.3131,-123.295,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
DD5FF5E4,MOCO3,OR,44.3611,-121.994,USGS01,HG,TW,WC,HG,VB,,,,,,,,,,,,,,,,,,,
DD7207E8,MODO3,OR,45.6222,-120.901,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
DD97234E,MONO3,OR,44.8139,-119.431,USGS01,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
DD55F4B6,MPLO3,OR,44.0625,-123.882,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE6C654,MREO3,OR,44.3539,-117.671,OREERD,HP,VB,,,,,,,,,,,,,,,,,,,,,,
CE5298D4,MRGO3,OR,44.1131,-123.047,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
DDCC74D8,MRHO3,OR,44.0714,-122.963,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
A68303C8,MRRO3,OR,45.3142,-122.505,WESTCO,HP,PC,,,,,,,,,,,,,,,,,,,,,,
CE589754,MSCO3,OR,44.5153,-122.371,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
32402EF8,MSFO3,OR,42.9361,-122.435,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
16E85318,MSRO3,OR,45.6492,-121.376,USGS01,HG,HG,,,,,,,,,,,,,,,,,,,,,,
0EE2C36E,MTNO3,OR,44.5333,-120.028,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE2F6F4,MUCO3,OR,44.3175,-119.534,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD96E4AA,MULO3,OR,43.3242,-122.196,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DD596048,MUSO3,OR,44.2864,-122.037,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
3483B3EE,MYKO3,OR,45.5492,-118.773,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
1694445E,MYNO3,OR,43.0681,-124.108,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
1735025A,MYPO3,OR,43.0658,-124.146,USGS01,TW,HG,VB,,,,,,,,,,,,,,,,,,,,,
327E54A2,NBKO3,OR,43.3556,-123.192,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
D111E46C,NBRO3,OR,45.4944,-122.035,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
3449A5AE,NFBO3,OR,44.4942,-122.358,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
0EE0FDD2,NFSO3,OR,44.5883,-118.236,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
0EE3829E,NFWO3,OR,45.8853,-118.198,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
347465A6,NLBO3,OR,42.4028,-122.537,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
CE7A8038,NMFO3,OR,43.7569,-122.504,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
CE728A4C,NOTO3,OR,44.0497,-123.425,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
325291CE,NPFO3,OR,45.0275,-120.536,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE0C69A,NPRO3,OR,45.0133,-118.052,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE34780,NSBO3,OR,42.4967,-121.007,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
DDC58200,NSGO3,OR,44.7081,-122.972,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
15C10630,NTPO3,OR,45.4256,-117.297,NWSWRH,PC,VB,,,,,,,,,,,,,,,,,,,,,,
DD8CD7FC,NUSO3,OR,43.2764,-122.45,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17B8E576,NUTO3,OR,43.3061,-122.512,USGS01,TW,WC,WP,WO,WT,,,,,,,,,,,,,,,,,,,
DD96D130,NUWO3,OR,43.355,-122.253,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE42052,NYFO3,OR,45.3625,-123.561,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
347FE01A,NYMO3,OR,44.0772,-121.302,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
CE72BFD6,OAKO3,OR,43.8014,-122.56,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
345DB47C,OCDO3,OR,44.2986,-120.725,BURPNW,HP,,,,,,,,,,,,,,,,,,,,,,,
344923BA,OCHO3,OR,44.2989,-120.728,BURPNW,HG,PC,TA,VB,,,,,,,,,,,,,,,,,,,,
3443E924,OCRO3,OR,44.3333,-120.583,BURPNW,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
348252E6,OCWO3,OR,44.3967,-120.427,BURPNW,TA,PC,,,,,,,,,,,,,,,,,,,,,,
DDC65366,OGCO3,OR,45.1139,-121.814,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
17144244,OGRO3,OR,45.0797,-122.043,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3260145E,OKFO3,OR,43.5281,-121.816,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD891522,OKPO3,OR,45.0714,-121.939,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3245517A,OMFO3,OR,42.4544,-123.615,NPS003,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
326543E2,OOFO3,OR,42.8592,-118.679,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
D10637AE,ORCO3,OR,45.3578,-122.61,USGS01,HG,UD,US,UP,TA,XR,PA,PC,,,,,,,,,,,,,,,,
0EE0B00A,ORNO3,OR,45.7858,-119.434,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
3252A454,OWFO3,OR,43.5178,-117.24,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
347CF462,OWYO3,OR,43.6583,-117.258,BURPNW,HG,HP,TW,TA,PC,,,,,,,,,,,,,,,,,,,
326155AE,OYFO3,OR,42.9764,-121.422,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
3253562A,PAFO3,OR,45.3219,-120.929,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE0361E,PAIO3,OR,42.6847,-120.569,OREERD,HG,,,,,,,,,,,,,,,,,,,,,,,
DD9A45CE,PCCO3,OR,44.9106,-120.44,USGS01,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
34817304,PDTO3,OR,45.6722,-118.792,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
DDD04740,PDUO3,OR,45.6717,-118.736,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
3262D4B4,PEFO3,OR,44.2367,-121.995,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD59733E,PHIO3,OR,44.525,-123.334,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
344319A0,PHLO3,OR,44.6717,-118,BURPNW,HP,HG,TA,PC,TW,,,,,,,,,,,,,,,,,,,
0EE096E6,PICO3,OR,45.5467,-119.309,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
326105D2,PKFO3,OR,43.0364,-122.655,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DD5955D2,POWO3,OR,42.8917,-124.069,USGS01,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
326B7210,PPFO3,OR,45.3547,-117.704,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
3267738C,PRFO3,OR,42.2903,-123.233,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
347E516E,PRHO3,OR,44.6861,-118.1,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
3482677C,PRIO3,OR,44.3022,-120.808,BURPNW,TA,PC,VB,,,,,,,,,,,,,,,,,,,,,
3456B7D4,PROO3,OR,45.5008,-118.616,BURPNW,TA,PC,,,,,,,,,,,,,,,,,,,,,,
34831316,PRRO3,OR,44.7778,-117.292,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
344930CC,PRVO3,OR,44.1139,-120.794,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
32613048,PTFO3,OR,42.5567,-120.602,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
0EE636D0,PTVO3,OR,45.0569,-117.842,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DDF046AE,PUWO3,OR,45.1514,-122.803,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
3474F0C4,PVDO3,OR,44.1139,-120.781,BURPNW,HP,VB,,,,,,,,,,,,,,,,,,,,,,
344B95C0,PWDO3,OR,44.7683,-117.831,BURPNW,HG,,,,,,,,,,,,,,,,,,,,,,,
32477262,PYFO3,OR,45.4586,-121.446,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,TV,,,,,,,,,,,,
CE736596,QCCO3,OR,44.5403,-122.435,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
3245420C,QPFO3,OR,42.2422,-124.045,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE6F3CE,RCBO3,OR,45.8583,-123.192,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
3264F296,RCRO3,OR,42.5469,-119.658,FWSBID,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
1637CDC0,RDLO3,OR,42.9236,-123.428,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
CE730EA2,RFHO3,OR,42.6656,-122.686,CENWP1,HG,TW,,,,,,,,,,,,,,,,,,,,,,
0EE0A37C,RHEO3,OR,45.2592,-119.623,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
600113E2,RKHO3,OR,44.925,-123.469,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
3253C348,RLFO3,OR,43.1006,-118.5,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CD01F24A,RLYO3,OR,43.4711,-119.692,NOACRD,DY,DJ,XR,PC,PC,PC,US,UP,TV,MS,TV,MS,TV,MS,TV,MS,TV,MS,RW,DH,TA,PP,PC,
324D16D6,RMFO3,OR,42.1233,-124.3,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
324782E6,RNFO3,OR,43.7569,-121.71,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
0EE3048A,ROKO3,OR,44.91,-118.056,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
347EB29C,ROMO3,OR,42.8664,-117.664,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
DDF06042,RPRO3,OR,42.775,-122.499,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
1695733E,RRHO3,OR,42.4289,-124.412,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
325DB1B0,RTFO3,OR,43.5364,-117.832,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD973038,RTLO3,OR,42.3486,-121.826,USGS01,HP,VB,,,,,,,,,,,,,,,,,,,,,,
DDC57284,RTRO3,OR,44.8889,-119.14,USGS01,HG,TA,TW,,,,,,,,,,,,,,,,,,,,,
D111B410,RUNO3,OR,45.4372,-122.18,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
15D05328,RWXO3,OR,45.0825,-122.053,NWSWRH,TA,XR,PP,VB,,,,,,,,,,,,,,,,,,,,
3240335C,RXFO3,OR,45.0275,-121.921,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DE5247EA,RYGO3,OR,42.4375,-122.986,USGS01,HG,TW,,,,,,,,,,,,,,,,,,,,,,
3234E5A2,SAFO3,OR,44.9153,-117.385,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
324564E0,SBFO3,OR,42.1036,-123.685,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
D111D1F6,SBRO3,OR,45.4447,-122.108,USGS01,HG,TW,WC,,,,,,,,,,,,,,,,,,,,,
34404ED2,SBXO3,OR,45.9119,-119.118,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE6B0C4,SCGO3,OR,45.4808,-123.246,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
34805712,SCLO3,OR,45.5017,-123.252,BURPNW,HG,TW,,,,,,,,,,,,,,,,,,,,,,
0EE02568,SCNO3,OR,42.4861,-121.278,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
34822476,SCOO3,OR,45.4736,-123.198,BURPNW,HL,HG,TW,TA,PC,VB,,,,,,,,,,,,,,,,,,
DD9B72AE,SCRO3,OR,43.35,-122.728,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
B58001A4,SCSO3,OR,45.0094,-122.787,SILVER,HG,VB,,,,,,,,,,,,,,,,,,,,,,
0EE5B7CA,SCVO3,OR,44.8111,-123.745,OREERD,HG,VB,,,,,,,,,,,,,,,,,,,,,,
32464502,SDFO3,OR,42.4075,-122.191,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDD4F1F4,SERO3,OR,44.7939,-120.006,USGS01,HG,TA,VB,,,,,,,,,,,,,,,,,,,,,
CE58A2CE,SFCO3,OR,44.0472,-122.217,CENWP1,HG,TW,HG,,,,,,,,,,,,,,,,,,,,,
0EE29312,SFJO3,OR,44.4233,-119.54,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
6000F2EA,SFKO3,OR,45.5953,-123.484,OREDOF,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
344EC27C,SFLO3,OR,42.4181,-122.613,BURPNW,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
3420872C,SFMO3,OR,43.5536,-118.168,BURPNW,HG,,,,,,,,,,,,,,,,,,,,,,,
0EE5C15A,SFSO3,OR,45.8933,-123.834,OREERD,HG,TW,,,,,,,,,,,,,,,,,,,,,,
323653D8,SGFO3,OR,43.6636,-122.629,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
DDCB951E,SGRO3,OR,42.1542,-123.074,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
325D5242,SHFO3,OR,43.5144,-119.295,BLM001,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
DD88B720,SHIO3,OR,44.7506,-121.632,USGS01,TA,HG,,,,,,,,,,,,,,,,,,,,,,
CD0184DA,SHRO3,OR,44.5558,-119.646,NOACRD,DY,DJ,XR,PC,PC,PC,US,UP,TV,MS,TV,MS,TV,MS,TV,MS,TV,MS,RW,DH,TA,PP,PC,
DDDE9540,SILO3,OR,44.7153,-123.886,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
347F7578,SJNO3,OR,45.4639,-116.554,BURPNW,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD72F76C,SLCO3,OR,44.6197,-122.465,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
32604422,SLFO3,OR,44.4622,-120.294,DAFS00,PC,US,UD,TA,MT,XR,VB,MM,UR,UP,RW,,,,,,,,,,,,,
326E25AC,SLKO3,OR,42.7219,-120.753,DAFS00,PC,US,UD,TA,XR,VB,UR,UP,RW,,,,,,,,,,,,,,,
CE77CE86,SLMO3,OR,44.9444,-123.042,CENWP1,HG,,,,,,,,,,,,,,,,,,,,,,,
3B0437DA,SLOO3,OR,43.2964,-124.311,NOAERD,TW,WC,WS,WX,WO,HM,WP,WT,VB,,,,,,,,,,,,,,,
0EE3B704,SLPO3,OR,42.5517,-121.62,OREERD,HG,TW,VB,,,,,,,,,,,,,,,,,,,,,
