station,utc_valid,MMIRGZ,MTIRGZ,PCIRGZ,PPHRGZ,RWIRGZ,TAIRGN,TAIRGX,TAIRGZ,UDIRGZ,UPHRGZ,URHRGZ,USIRGZ,XRIRGZ
GALN2,2021-02-24 09:50:00,8.0,20.0,4.5,0.0,0.0,,,24.0,0.0,7.0,318.0,1.0,47.0
GALN2,2021-02-24 10:50:00,8.0,17.0,4.5,0.0,0.0,,,24.0,281.0,5.0,256.0,3.0,45.0
GALN2,2021-02-24 11:50:00,8.0,15.0,4.5,0.0,0.0,,,25.0,241.0,6.0,311.0,3.0,36.0
GALN2,2021-02-24 12:00:00,,,,,,24.0,60.0,,,,,,
GALN2,2021-02-24 12:50:00,8.0,14.0,4.5,0.0,0.0,,,24.0,233.0,6.0,229.0,4.0,41.0
GALN2,2021-02-24 13:50:00,8.0,14.0,4.5,0.0,0.0,,,25.0,74.0,7.0,168.0,3.0,44.0
GALN2,2021-02-24 14:50:00,8.0,13.0,4.5,0.0,2.0,,,24.0,231.0,8.0,208.0,2.0,30.0
GALN2,2021-02-24 15:50:00,9.0,29.0,4.5,0.0,130.0,,,33.0,7.0,11.0,359.0,8.0,35.0
GALN2,2021-02-24 16:50:00,9.0,36.0,4.5,0.0,333.0,,,34.0,27.0,14.0,19.0,10.0,36.0
GALN2,2021-02-24 17:50:00,9.0,42.0,4.5,0.0,512.0,,,35.0,30.0,16.0,25.0,9.0,39.0
GALN2,2021-02-24 18:50:00,9.0,46.0,4.5,0.0,646.0,,,36.0,25.0,19.0,32.0,8.0,38.0
GALN2,2021-02-24 19:50:00,9.0,47.0,4.5,0.0,727.0,,,40.0,25.0,20.0,46.0,11.0,36.0
GALN2,2021-02-24 20:50:00,9.0,46.0,4.5,0.0,744.0,,,42.0,15.0,20.0,11.0,10.0,35.0
GALN2,2021-02-24 21:50:00,9.0,44.0,4.5,0.0,699.0,,,38.0,12.0,22.0,15.0,11.0,37.0
GALN2,2021-02-24 22:50:00,8.0,39.0,4.5,0.0,591.0,,,40.0,6.0,23.0,6.0,12.0,31.0
GALN2,2021-02-24 23:50:00,8.0,37.0,4.5,0.0,432.0,,,36.0,15.0,21.0,16.0,12.0,31.0
GALN2,2021-02-25 00:50:00,8.0,32.0,4.5,0.0,242.0,,,33.0,10.0,20.0,13.0,10.0,33.0
GALN2,2021-02-25 01:50:00,8.0,23.0,4.5,0.0,20.0,,,26.0,21.0,13.0,4.0,5.0,43.0
GALN2,2021-02-25 02:50:00,8.0,18.0,4.5,0.0,1.0,,,21.0,349.0,11.0,349.0,6.0,50.0
GALN2,2021-02-25 03:50:00,8.0,15.0,4.5,0.0,0.0,,,20.0,326.0,8.0,23.0,2.0,53.0
GALN2,2021-02-25 04:50:00,8.0,14.0,4.5,0.0,0.0,,,20.0,301.0,7.0,341.0,1.0,52.0
GALN2,2021-02-25 05:50:00,8.0,13.0,4.5,0.0,0.0,,,19.0,281.0,6.0,214.0,2.0,56.0
GALN2,2021-02-25 06:50:00,8.0,11.0,4.5,0.0,0.0,,,17.0,246.0,6.0,243.0,4.0,59.0
GALN2,2021-02-25 07:50:00,8.0,14.0,4.5,0.0,0.0,,,19.0,240.0,9.0,252.0,5.0,54.0
GALN2,2021-02-25 08:50:00,9.0,15.0,4.5,0.0,0.0,,,19.0,231.0,10.0,234.0,6.0,54.0
GALN2,2021-02-25 09:50:00,9.0,15.0,4.5,0.0,0.0,,,20.0,234.0,10.0,240.0,4.0,53.0
GALN2,2021-02-25 10:50:00,9.0,16.0,4.5,0.0,0.0,,,20.0,224.0,10.0,218.0,6.0,51.0
GALN2,2021-02-25 11:50:00,9.0,15.0,4.5,0.0,0.0,,,19.0,209.0,10.0,242.0,5.0,50.0
GALN2,2021-02-25 12:00:00,,,,,,17.0,42.0,,,,,,
GALN2,2021-02-25 12:50:00,9.0,14.0,4.5,0.0,0.0,,,19.0,189.0,9.0,211.0,6.0,53.0
GALN2,2021-02-25 13:50:00,10.0,15.0,4.5,0.0,0.0,,,20.0,209.0,9.0,202.0,4.0,49.0
GALN2,2021-02-25 14:50:00,10.0,14.0,4.5,0.0,3.0,,,18.0,202.0,7.0,188.0,4.0,53.0
GALN2,2021-02-25 15:50:00,11.0,23.0,4.5,0.0,130.0,,,25.0,160.0,16.0,150.0,10.0,46.0
GALN2,2021-02-25 16:50:00,11.0,32.0,4.5,0.0,330.0,,,27.0,161.0,15.0,159.0,5.0,44.0
GALN2,2021-02-25 17:50:00,11.0,41.0,4.5,0.0,519.0,,,31.0,153.0,10.0,142.0,6.0,39.0
GALN2,2021-02-25 18:50:00,11.0,43.0,4.5,0.0,547.0,,,35.0,147.0,12.0,160.0,5.0,33.0
GALN2,2021-02-25 19:50:00,10.0,44.0,4.5,0.0,537.0,,,39.0,169.0,12.0,159.0,7.0,28.0
GALN2,2021-02-25 20:50:00,10.0,50.0,4.5,0.0,676.0,,,45.0,133.0,10.0,146.0,2.0,20.0
GALN2,2021-02-25 21:50:00,9.0,55.0,4.5,0.0,682.0,,,46.0,86.0,9.0,90.0,4.0,21.0
GALN2,2021-02-25 22:50:00,9.0,47.0,4.5,0.0,597.0,,,49.0,50.0,11.0,62.0,4.0,23.0
GALN2,2021-02-25 23:50:00,8.0,50.0,4.5,0.0,437.0,,,53.0,195.0,9.0,28.0,1.0,20.0
GALN2,2021-02-26 00:50:00,8.0,46.0,4.5,0.0,244.0,,,48.0,70.0,6.0,178.0,2.0,21.0
GALN2,2021-02-26 01:50:00,8.0,29.0,4.5,0.0,23.0,,,35.0,267.0,6.0,261.0,4.0,34.0
GALN2,2021-02-26 02:50:00,8.0,25.0,4.5,0.0,1.0,,,30.0,263.0,6.0,291.0,3.0,47.0
GALN2,2021-02-26 03:50:00,8.0,23.0,4.5,0.0,0.0,,,29.0,260.0,5.0,282.0,1.0,46.0
GALN2,2021-02-26 04:50:00,8.0,22.0,4.5,0.0,0.0,,,30.0,259.0,6.0,282.0,3.0,43.0
GALN2,2021-02-26 05:50:00,8.0,35.0,4.5,0.0,0.0,,,40.0,332.0,16.0,4.0,8.0,23.0
GALN2,2021-02-26 06:50:00,8.0,27.0,4.5,0.0,0.0,,,32.0,37.0,14.0,355.0,5.0,35.0
GALN2,2021-02-26 07:50:00,8.0,21.0,4.5,0.0,0.0,,,29.0,347.0,9.0,243.0,1.0,40.0
GALN2,2021-02-26 08:50:00,9.0,29.0,4.5,0.0,0.0,,,35.0,5.0,11.0,344.0,8.0,26.0
GALN2,2021-02-26 09:50:00,8.0,21.0,4.5,0.0,0.0,,,27.0,285.0,6.0,316.0,4.0,43.0
GALN2,2021-02-26 10:50:00,8.0,18.0,4.5,0.0,0.0,,,26.0,292.0,8.0,319.0,1.0,38.0
GALN2,2021-02-26 11:50:00,9.0,21.0,4.5,0.0,0.0,,,25.0,319.0,6.0,316.0,2.0,46.0
GALN2,2021-02-26 12:00:00,,,,,,18.0,53.0,,,,,,
GALN2,2021-02-26 12:50:00,9.0,22.0,4.5,0.0,0.0,,,28.0,282.0,11.0,313.0,4.0,38.0
GALN2,2021-02-26 13:50:00,9.0,21.0,4.5,0.0,0.0,,,26.0,326.0,11.0,15.0,3.0,37.0
GALN2,2021-02-26 14:50:00,9.0,18.0,4.5,0.0,2.0,,,25.0,247.0,10.0,5.0,4.0,37.0
GALN2,2021-02-26 15:50:00,10.0,33.0,4.5,0.0,128.0,,,40.0,223.0,6.0,265.0,1.0,23.0
GALN2,2021-02-26 16:50:00,10.0,44.0,4.5,0.0,337.0,,,41.0,152.0,7.0,136.0,3.0,19.0
GALN2,2021-02-26 17:50:00,9.0,53.0,4.5,0.0,519.0,,,47.0,245.0,20.0,250.0,10.0,16.0
GALN2,2021-02-26 18:50:00,9.0,58.0,4.5,0.0,660.0,,,49.0,308.0,26.0,227.0,6.0,15.0
GALN2,2021-02-26 19:50:00,9.0,59.0,4.5,0.0,739.0,,,51.0,288.0,27.0,249.0,9.0,19.0
GALN2,2021-02-26 20:50:00,8.0,59.0,4.5,0.0,762.0,,,54.0,257.0,32.0,275.0,11.0,18.0
GALN2,2021-02-26 21:50:00,8.0,58.0,4.5,0.0,652.0,,,52.0,297.0,30.0,276.0,7.0,19.0
GALN2,2021-02-26 22:50:00,8.0,50.0,4.5,0.0,557.0,,,50.0,287.0,30.0,255.0,12.0,21.0
GALN2,2021-02-26 23:50:00,7.0,46.0,4.5,0.0,394.0,,,46.0,285.0,26.0,253.0,13.0,25.0
GALN2,2021-02-27 00:50:00,7.0,41.0,4.5,0.0,142.0,,,43.0,296.0,21.0,323.0,9.0,28.0
GALN2,2021-02-27 01:50:00,7.0,36.0,4.5,0.0,30.0,,,39.0,313.0,19.0,327.0,6.0,32.0
GALN2,2021-02-27 02:50:00,7.0,33.0,4.5,0.0,1.0,,,37.0,291.0,13.0,296.0,4.0,38.0
GALN2,2021-02-27 03:50:00,7.0,29.0,4.5,0.0,0.0,,,30.0,6.0,17.0,319.0,7.0,52.0
GALN2,2021-02-27 04:50:00,7.0,27.0,4.5,0.0,0.0,,,29.0,360.0,17.0,359.0,10.0,53.0
GALN2,2021-02-27 05:50:00,7.0,25.0,4.5,0.0,0.0,,,27.0,16.0,17.0,4.0,11.0,55.0
GALN2,2021-02-27 06:50:00,7.0,23.0,4.5,0.0,0.0,,,25.0,23.0,13.0,26.0,6.0,61.0
GALN2,2021-02-27 07:50:00,7.0,18.0,4.5,0.0,0.0,,,22.0,233.0,10.0,135.0,1.0,65.0
GALN2,2021-02-27 08:50:00,7.0,15.0,4.5,0.0,0.0,,,19.0,317.0,5.0,304.0,1.0,70.0
GALN2,2021-02-27 09:50:00,8.0,12.0,4.5,0.0,0.0,,,18.0,283.0,5.0,257.0,2.0,72.0
GALN2,2021-02-27 10:50:00,8.0,13.0,4.5,0.0,0.0,,,15.0,329.0,6.0,317.0,4.0,79.0
GALN2,2021-02-27 11:50:00,8.0,11.0,4.5,0.0,0.0,,,14.0,310.0,5.0,321.0,1.0,81.0
GALN2,2021-02-27 12:00:00,,,,,,14.0,54.0,,,,,,
GALN2,2021-02-27 12:50:00,8.0,12.0,4.5,0.0,0.0,,,15.0,309.0,6.0,299.0,4.0,83.0
GALN2,2021-02-27 13:50:00,8.0,10.0,4.5,0.0,0.0,,,13.0,336.0,5.0,12.0,2.0,82.0
GALN2,2021-02-27 14:50:00,9.0,14.0,4.5,0.0,4.0,,,17.0,1.0,11.0,55.0,3.0,73.0
GALN2,2021-02-27 15:50:00,10.0,25.0,4.5,0.0,137.0,,,27.0,10.0,15.0,341.0,8.0,52.0
GALN2,2021-02-27 16:50:00,10.0,32.0,4.5,0.0,339.0,,,29.0,28.0,15.0,20.0,9.0,46.0
GALN2,2021-02-27 17:50:00,10.0,40.0,4.5,0.0,523.0,,,29.0,48.0,12.0,34.0,3.0,45.0
GALN2,2021-02-27 18:50:00,10.0,40.0,4.5,0.0,666.0,,,32.0,8.0,24.0,15.0,14.0,41.0
GALN2,2021-02-27 19:50:00,10.0,41.0,4.5,0.0,746.0,,,36.0,6.0,29.0,2.0,17.0,37.0
GALN2,2021-02-27 20:50:00,10.0,43.0,4.5,0.0,760.0,,,39.0,22.0,30.0,6.0,15.0,35.0
GALN2,2021-02-27 21:50:00,9.0,43.0,4.5,0.0,712.0,,,38.0,6.0,26.0,11.0,16.0,36.0
GALN2,2021-02-27 22:50:00,9.0,41.0,4.5,0.0,605.0,,,40.0,11.0,27.0,9.0,17.0,31.0
GALN2,2021-02-27 23:50:00,9.0,39.0,4.5,0.0,441.0,,,39.0,1.0,29.0,19.0,15.0,32.0
GALN2,2021-02-28 00:50:00,9.0,35.0,4.5,0.0,247.0,,,36.0,355.0,28.0,0.0,11.0,34.0
GALN2,2021-02-28 01:50:00,8.0,28.0,4.5,0.0,37.0,,,29.0,352.0,20.0,7.0,8.0,43.0
GALN2,2021-02-28 02:50:00,8.0,23.0,4.5,0.0,1.0,,,27.0,321.0,13.0,6.0,5.0,46.0
GALN2,2021-02-28 03:50:00,8.0,24.0,4.5,0.0,0.0,,,27.0,323.0,10.0,309.0,5.0,47.0
GALN2,2021-02-28 04:50:00,8.0,22.0,4.5,0.0,0.0,,,25.0,310.0,9.0,321.0,6.0,52.0
GALN2,2021-02-28 05:50:00,8.0,20.0,4.5,0.0,0.0,,,23.0,304.0,6.0,299.0,5.0,56.0
GALN2,2021-02-28 06:50:00,9.0,21.0,4.5,0.0,0.0,,,25.0,296.0,8.0,308.0,5.0,51.0
GALN2,2021-02-28 07:50:00,9.0,16.0,4.5,0.0,0.0,,,22.0,245.0,9.0,190.0,3.0,57.0
GALN2,2021-02-28 08:50:00,9.0,16.0,4.5,0.0,0.0,,,22.0,202.0,9.0,230.0,4.0,55.0
GALN2,2021-02-28 09:50:00,9.0,12.0,4.5,0.0,0.0,,,19.0,242.0,6.0,234.0,3.0,58.0
GALN2,2021-02-28 10:50:00,9.0,13.0,4.5,0.0,0.0,,,19.0,196.0,6.0,249.0,2.0,59.0
GALN2,2021-02-28 11:50:00,10.0,14.0,4.5,0.0,0.0,,,20.0,239.0,7.0,248.0,4.0,54.0
GALN2,2021-02-28 12:00:00,,,,,,13.0,40.0,,,,,,
GALN2,2021-02-28 12:50:00,10.0,17.0,4.5,0.0,0.0,,,22.0,226.0,9.0,252.0,5.0,47.0
GALN2,2021-02-28 13:50:00,10.0,16.0,4.5,0.0,0.0,,,22.0,175.0,8.0,247.0,3.0,44.0
GALN2,2021-02-28 14:50:00,10.0,11.0,4.5,0.0,5.0,,,19.0,211.0,5.0,161.0,2.0,44.0
GALN2,2021-02-28 15:50:00,11.0,26.0,4.5,0.0,142.0,,,30.0,188.0,6.0,178.0,3.0,43.0
GALN2,2021-02-28 16:50:00,11.0,36.0,4.5,0.0,339.0,,,32.0,146.0,9.0,137.0,6.0,41.0
GALN2,2021-02-28 17:50:00,11.0,43.0,4.5,0.0,522.0,,,35.0,144.0,12.0,154.0,7.0,35.0
GALN2,2021-02-28 18:50:00,10.0,49.0,4.5,0.0,658.0,,,38.0,168.0,13.0,171.0,7.0,26.0
GALN2,2021-02-28 19:50:00,10.0,52.0,4.5,0.0,739.0,,,44.0,169.0,15.0,145.0,7.0,23.0
GALN2,2021-02-28 20:50:00,9.0,55.0,4.5,0.0,755.0,,,53.0,161.0,13.0,140.0,6.0,16.0
GALN2,2021-02-28 21:50:00,9.0,56.0,4.5,0.0,711.0,,,48.0,153.0,14.0,158.0,8.0,19.0
GALN2,2021-02-28 22:50:00,8.0,55.0,4.5,0.0,604.0,,,57.0,169.0,11.0,132.0,5.0,15.0
GALN2,2021-02-28 23:50:00,8.0,52.0,4.5,0.0,444.0,,,54.0,124.0,9.0,187.0,4.0,16.0
GALN2,2021-03-01 00:50:00,8.0,46.0,4.5,0.0,255.0,,,49.0,170.0,9.0,179.0,4.0,18.0
GALN2,2021-03-01 01:50:00,7.0,27.0,4.5,0.0,30.0,,,32.0,250.0,7.0,171.0,0.0,41.0
GALN2,2021-03-01 02:50:00,7.0,23.0,4.5,0.0,1.0,,,30.0,220.0,5.0,232.0,2.0,40.0
GALN2,2021-03-01 03:50:00,7.0,22.0,4.5,0.0,0.0,,,29.0,217.0,8.0,181.0,3.0,41.0
GALN2,2021-03-01 04:50:00,8.0,23.0,4.5,0.0,0.0,,,30.0,213.0,7.0,188.0,4.0,38.0
GALN2,2021-03-01 05:50:00,8.0,18.0,4.5,0.0,0.0,,,27.0,187.0,7.0,206.0,3.0,43.0
GALN2,2021-03-01 06:50:00,7.0,19.0,4.5,0.0,0.0,,,26.0,192.0,8.0,191.0,3.0,43.0
GALN2,2021-03-01 07:50:00,8.0,21.0,4.5,0.0,0.0,,,28.0,220.0,7.0,199.0,4.0,40.0
GALN2,2021-03-01 08:50:00,8.0,20.0,4.5,0.0,0.0,,,25.0,350.0,8.0,200.0,1.0,48.0
GALN2,2021-03-01 09:50:00,8.0,18.0,4.5,0.0,0.0,,,22.0,260.0,5.0,317.0,1.0,58.0
GALN2,2021-03-01 10:50:00,8.0,18.0,4.5,0.0,0.0,,,21.0,281.0,5.0,311.0,1.0,60.0
GALN2,2021-03-01 11:50:00,9.0,17.0,4.5,0.0,0.0,,,21.0,139.0,5.0,311.0,1.0,59.0
GALN2,2021-03-01 12:00:00,,,,,,19.0,57.0,,,,,,
GALN2,2021-03-01 12:50:00,9.0,19.0,4.5,0.0,0.0,,,26.0,215.0,8.0,184.0,4.0,48.0
GALN2,2021-03-01 13:50:00,9.0,22.0,4.5,0.0,0.0,,,27.0,186.0,11.0,199.0,3.0,42.0
GALN2,2021-03-01 14:50:00,9.0,18.0,4.5,0.0,6.0,,,24.0,177.0,7.0,239.0,1.0,49.0
GALN2,2021-03-01 15:50:00,10.0,30.0,4.5,0.0,152.0,,,35.0,139.0,5.0,129.0,2.0,38.0
GALN2,2021-03-01 16:50:00,10.0,41.0,4.5,0.0,354.0,,,37.0,151.0,16.0,129.0,9.0,31.0
GALN2,2021-03-01 17:50:00,10.0,48.0,4.5,0.0,533.0,,,41.0,148.0,18.0,161.0,10.0,28.0
GALN2,2021-03-01 18:50:00,10.0,55.0,4.5,0.0,668.0,,,44.0,117.0,14.0,144.0,6.0,27.0
GALN2,2021-03-01 19:50:00,9.0,59.0,4.5,0.0,748.0,,,48.0,54.0,13.0,118.0,4.0,27.0
GALN2,2021-03-01 20:50:00,9.0,63.0,4.5,0.0,764.0,,,60.0,33.0,11.0,31.0,3.0,19.0
GALN2,2021-03-01 21:50:00,8.0,63.0,4.5,0.0,716.0,,,56.0,161.0,17.0,180.0,8.0,18.0
GALN2,2021-03-01 22:50:00,8.0,61.0,4.5,0.0,607.0,,,60.0,198.0,24.0,193.0,10.0,16.0
GALN2,2021-03-01 23:50:00,8.0,57.0,4.5,0.0,446.0,,,58.0,226.0,16.0,175.0,7.0,19.0
GALN2,2021-03-02 00:50:00,8.0,51.0,4.5,0.0,254.0,,,54.0,222.0,16.0,250.0,6.0,21.0
GALN2,2021-03-02 01:50:00,7.0,37.0,4.5,0.0,32.0,,,43.0,242.0,13.0,236.0,4.0,28.0
GALN2,2021-03-02 02:50:00,7.0,30.0,4.5,0.0,1.0,,,38.0,224.0,8.0,265.0,2.0,35.0
GALN2,2021-03-02 03:50:00,7.0,27.0,4.5,0.0,0.0,,,33.0,265.0,7.0,233.0,3.0,46.0
GALN2,2021-03-02 04:50:00,7.0,27.0,4.5,0.0,0.0,,,30.0,291.0,5.0,259.0,2.0,52.0
GALN2,2021-03-02 05:50:00,7.0,26.0,4.5,0.0,0.0,,,30.0,292.0,7.0,315.0,4.0,47.0
GALN2,2021-03-02 06:50:00,7.0,25.0,4.5,0.0,0.0,,,29.0,277.0,5.0,312.0,2.0,44.0
GALN2,2021-03-02 07:50:00,8.0,25.0,4.5,0.0,0.0,,,28.0,299.0,6.0,304.0,5.0,46.0
GALN2,2021-03-02 08:50:00,8.0,25.0,4.5,0.0,0.0,,,28.0,312.0,5.0,305.0,3.0,46.0
GALN2,2021-03-02 09:50:00,8.0,24.0,4.5,0.0,0.0,,,28.0,291.0,4.0,292.0,3.0,49.0
GALN2,2021-03-02 10:50:00,8.0,22.0,4.5,0.0,0.0,,,27.0,265.0,5.0,258.0,4.0,49.0
GALN2,2021-03-02 11:50:00,8.0,24.0,4.5,0.0,0.0,,,27.0,290.0,4.0,264.0,2.0,48.0
GALN2,2021-03-02 12:00:00,,,,,,24.0,60.0,,,,,,
GALN2,2021-03-02 12:50:00,8.0,25.0,4.5,0.0,0.0,,,27.0,328.0,4.0,290.0,1.0,50.0
GALN2,2021-03-02 13:50:00,9.0,24.0,4.5,0.0,0.0,,,27.0,316.0,3.0,325.0,1.0,51.0
GALN2,2021-03-02 14:50:00,9.0,26.0,4.5,0.0,3.0,,,28.0,319.0,6.0,311.0,3.0,51.0
GALN2,2021-03-02 15:50:00,10.0,37.0,4.5,0.0,120.0,,,40.0,149.0,6.0,318.0,0.0,36.0
GALN2,2021-03-02 16:50:00,10.0,42.0,4.5,0.0,233.0,,,43.0,162.0,4.0,116.0,2.0,30.0
GALN2,2021-03-02 17:50:00,10.0,53.0,4.5,0.0,484.0,,,45.0,138.0,7.0,135.0,3.0,27.0
GALN2,2021-03-02 18:50:00,9.0,60.0,4.5,0.0,678.0,,,48.0,97.0,8.0,104.0,4.0,24.0
GALN2,2021-03-02 19:50:00,9.0,61.0,4.5,0.0,765.0,,,52.0,60.0,10.0,62.0,6.0,25.0
GALN2,2021-03-02 20:50:00,8.0,60.0,4.5,0.0,733.0,,,56.0,83.0,11.0,51.0,4.0,20.0
GALN2,2021-03-02 21:50:00,8.0,62.0,4.5,0.0,637.0,,,55.0,63.0,11.0,108.0,4.0,20.0
GALN2,2021-03-02 22:50:00,8.0,57.0,4.5,0.0,425.0,,,56.0,112.0,10.0,86.0,3.0,18.0
GALN2,2021-03-02 23:50:00,8.0,55.0,4.5,0.0,324.0,,,56.0,24.0,13.0,19.0,5.0,17.0
GALN2,2021-03-03 00:50:00,7.0,49.0,4.5,0.0,214.0,,,51.0,17.0,11.0,355.0,6.0,20.0
GALN2,2021-03-03 01:50:00,7.0,40.0,4.5,0.0,59.0,,,42.0,333.0,8.0,23.0,4.0,29.0
GALN2,2021-03-03 02:50:00,7.0,35.0,4.5,0.0,1.0,,,39.0,316.0,7.0,335.0,5.0,33.0
GALN2,2021-03-03 03:50:00,7.0,31.0,4.5,0.0,0.0,,,36.0,301.0,7.0,320.0,4.0,36.0
GALN2,2021-03-03 04:50:00,7.0,34.0,4.5,0.0,0.0,,,39.0,295.0,9.0,300.0,5.0,29.0
GALN2,2021-03-03 05:50:00,7.0,34.0,4.5,0.0,0.0,,,38.0,285.0,9.0,293.0,5.0,29.0
GALN2,2021-03-03 07:50:00,7.0,27.0,4.5,,0.0,,,30.0,255.0,6.0,276.0,1.0,48.0
GALN2,2021-03-03 08:50:00,7.0,23.0,4.5,0.0,0.0,,,30.0,247.0,4.0,278.0,1.0,44.0
GALN2,2021-03-03 09:50:00,7.0,25.0,4.5,0.0,0.0,,,29.0,254.0,5.0,249.0,3.0,49.0
GALN2,2021-03-03 10:50:00,8.0,26.0,4.5,0.0,0.0,,,29.0,279.0,4.0,273.0,2.0,50.0
GALN2,2021-03-03 11:50:00,8.0,24.0,4.5,0.0,0.0,,,29.0,255.0,5.0,253.0,4.0,47.0
GALN2,2021-03-03 12:00:00,,,,,,27.0,56.0,,,,,,
GALN2,2021-03-03 12:50:00,8.0,23.0,4.5,0.0,0.0,,,28.0,271.0,5.0,267.0,3.0,50.0
GALN2,2021-03-03 13:50:00,8.0,24.0,4.5,0.0,0.0,,,27.0,298.0,5.0,288.0,2.0,51.0
GALN2,2021-03-03 14:50:00,8.0,23.0,4.5,0.0,5.0,,,27.0,278.0,3.0,333.0,1.0,53.0
GALN2,2021-03-03 15:50:00,9.0,31.0,4.5,0.0,77.0,,,34.0,249.0,3.0,262.0,1.0,47.0
GALN2,2021-03-03 16:50:00,9.0,42.0,4.5,0.0,202.0,,,42.0,72.0,4.0,114.0,1.0,30.0
GALN2,2021-03-03 17:50:00,10.0,54.0,4.5,0.0,500.0,,,47.0,128.0,6.0,116.0,2.0,24.0
GALN2,2021-03-03 18:50:00,9.0,55.0,4.5,0.0,591.0,,,48.0,94.0,8.0,64.0,4.0,26.0
GALN2,2021-03-03 19:50:00,9.0,56.0,4.5,0.0,545.0,,,50.0,99.0,9.0,110.0,4.0,24.0
GALN2,2021-03-03 20:50:00,8.0,56.0,4.5,0.0,679.0,,,53.0,29.0,10.0,44.0,4.0,20.0
GALN2,2021-03-03 21:50:00,8.0,55.0,4.5,0.0,447.0,,,53.0,195.0,11.0,90.0,1.0,18.0
GALN2,2021-03-03 23:50:00,8.0,52.0,4.5,,301.0,,,52.0,188.0,10.0,178.0,4.0,18.0
GALN2,2021-03-04 00:50:00,8.0,48.0,4.5,0.0,183.0,,,50.0,208.0,9.0,162.0,4.0,20.0
GALN2,2021-03-04 01:50:00,7.0,36.0,4.5,0.0,51.0,,,42.0,273.0,7.0,205.0,3.0,27.0
GALN2,2021-03-04 02:50:00,7.0,34.0,4.5,0.0,1.0,,,40.0,289.0,9.0,299.0,4.0,38.0
GALN2,2021-03-04 03:50:00,7.0,36.0,4.5,0.0,0.0,,,41.0,273.0,15.0,275.0,9.0,39.0
GALN2,2021-03-04 04:50:00,7.0,37.0,4.5,0.0,0.0,,,41.0,274.0,23.0,284.0,13.0,31.0
GALN2,2021-03-04 05:50:00,7.0,37.0,4.5,0.0,0.0,,,41.0,270.0,23.0,270.0,12.0,22.0
GALN2,2021-03-04 06:50:00,7.0,36.0,4.5,0.0,0.0,,,41.0,266.0,24.0,261.0,10.0,22.0
GALN2,2021-03-04 07:50:00,8.0,37.0,4.5,0.0,0.0,,,41.0,257.0,26.0,262.0,13.0,19.0
GALN2,2021-03-04 08:50:00,7.0,33.0,4.5,0.0,0.0,,,38.0,178.0,22.0,255.0,4.0,25.0
GALN2,2021-03-04 09:50:00,7.0,25.0,4.5,0.0,0.0,,,31.0,359.0,8.0,241.0,4.0,41.0
GALN2,2021-03-04 10:50:00,7.0,25.0,4.5,0.0,0.0,,,29.0,344.0,7.0,59.0,4.0,45.0
GALN2,2021-03-04 11:50:00,7.0,26.0,4.5,0.0,0.0,,,32.0,48.0,8.0,6.0,3.0,40.0
GALN2,2021-03-04 12:00:00,,,,,,27.0,53.0,,,,,,
GALN2,2021-03-04 12:50:00,7.0,24.0,4.5,0.0,0.0,,,30.0,349.0,8.0,332.0,4.0,41.0
GALN2,2021-03-04 13:50:00,7.0,25.0,4.5,0.0,0.0,,,30.0,349.0,9.0,284.0,4.0,41.0
GALN2,2021-03-04 14:50:00,8.0,23.0,4.5,0.0,9.0,,,28.0,341.0,8.0,307.0,3.0,48.0
GALN2,2021-03-04 15:50:00,8.0,39.0,4.5,0.0,164.0,,,43.0,13.0,6.0,21.0,4.0,29.0
GALN2,2021-03-04 16:50:00,9.0,48.0,4.5,0.0,366.0,,,45.0,198.0,7.0,163.0,3.0,26.0
GALN2,2021-03-04 17:50:00,9.0,55.0,4.5,0.0,549.0,,,47.0,166.0,13.0,162.0,9.0,26.0
GALN2,2021-03-04 18:50:00,8.0,59.0,4.5,0.0,686.0,,,50.0,143.0,17.0,147.0,10.0,22.0
GALN2,2021-03-04 19:50:00,8.0,61.0,4.5,0.0,739.0,,,55.0,152.0,22.0,133.0,13.0,18.0
GALN2,2021-03-04 20:50:00,8.0,66.0,4.5,0.0,783.0,,,64.0,167.0,22.0,136.0,10.0,14.0
GALN2,2021-03-04 21:50:00,8.0,64.0,4.5,0.0,734.0,,,57.0,184.0,24.0,149.0,15.0,14.0
GALN2,2021-03-04 22:50:00,7.0,63.0,4.5,0.0,626.0,,,61.0,214.0,26.0,166.0,11.0,13.0
GALN2,2021-03-04 23:50:00,7.0,58.0,4.5,0.0,462.0,,,58.0,224.0,19.0,206.0,10.0,15.0
GALN2,2021-03-05 00:50:00,7.0,53.0,4.5,0.0,268.0,,,54.0,243.0,20.0,242.0,9.0,18.0
GALN2,2021-03-05 01:50:00,7.0,42.0,4.5,0.0,45.0,,,47.0,229.0,18.0,243.0,9.0,27.0
GALN2,2021-03-05 02:50:00,6.0,37.0,4.5,0.0,1.0,,,43.0,229.0,14.0,216.0,4.0,32.0
GALN2,2021-03-05 03:50:00,6.0,38.0,4.5,0.0,0.0,,,44.0,223.0,13.0,246.0,4.0,32.0
GALN2,2021-03-05 04:50:00,7.0,36.0,4.5,0.0,0.0,,,42.0,213.0,10.0,228.0,5.0,36.0
GALN2,2021-03-05 05:50:00,7.0,35.0,4.5,0.0,0.0,,,42.0,218.0,14.0,234.0,5.0,36.0
