station,utc_valid,MMIRGZ,MTIRGZ,PCIRGZ,PPHRGZ,RWIRGZ,TAIRGN,TAIRGX,TAIRGZ,UDIRGZ,UPHRGZ,URHRGZ,USIRGZ,XRIRGZ
GALN2,2021-01-01 00:50:00,12.0,26.0,3.64,0.0,24.0,,,29.0,298.0,8.0,16.0,2.0,79.0
GALN2,2021-01-01 01:50:00,13.0,23.0,3.64,0.0,1.0,,,27.0,306.0,5.0,290.0,2.0,81.0
GALN2,2021-01-01 02:50:00,14.0,22.0,3.64,0.0,0.0,,,25.0,328.0,4.0,321.0,2.0,80.0
GALN2,2021-01-01 03:50:00,14.0,22.0,3.64,0.0,0.0,,,26.0,288.0,6.0,317.0,4.0,80.0
GALN2,2021-01-01 04:50:00,15.0,21.0,3.64,0.0,0.0,,,26.0,239.0,7.0,289.0,4.0,76.0
GALN2,2021-01-01 05:50:00,16.0,20.0,3.64,0.0,0.0,,,26.0,256.0,7.0,270.0,4.0,77.0
GALN2,2021-01-01 06:50:00,17.0,20.0,3.64,0.0,0.0,,,26.0,239.0,8.0,233.0,5.0,79.0
GALN2,2021-01-01 07:50:00,17.0,23.0,3.64,0.0,0.0,,,28.0,233.0,9.0,233.0,5.0,75.0
GALN2,2021-01-01 08:50:00,17.0,19.0,3.64,0.0,0.0,,,24.0,235.0,8.0,204.0,2.0,79.0
GALN2,2021-01-01 09:50:00,18.0,19.0,3.64,0.0,0.0,,,25.0,243.0,9.0,186.0,3.0,75.0
GALN2,2021-01-01 10:50:00,18.0,15.0,3.64,0.0,0.0,,,22.0,218.0,6.0,250.0,2.0,81.0
GALN2,2021-01-01 11:50:00,19.0,17.0,3.64,0.0,0.0,,,21.0,317.0,5.0,205.0,1.0,78.0
GALN2,2021-01-01 12:00:00,,,,,,21.0,41.0,,,,,,
GALN2,2021-01-01 12:50:00,19.0,16.0,3.64,0.0,0.0,,,20.0,257.0,5.0,263.0,4.0,84.0
GALN2,2021-01-01 13:50:00,19.0,14.0,3.64,0.0,0.0,,,21.0,238.0,5.0,241.0,2.0,79.0
GALN2,2021-01-01 14:50:00,19.0,18.0,3.64,0.0,0.0,,,23.0,206.0,8.0,183.0,4.0,81.0
GALN2,2021-01-01 15:50:00,20.0,22.0,3.64,0.0,13.0,,,26.0,196.0,12.0,188.0,7.0,81.0
GALN2,2021-01-01 16:50:00,21.0,29.0,3.64,0.0,152.0,,,28.0,178.0,15.0,187.0,7.0,78.0
GALN2,2021-01-01 17:50:00,19.0,38.0,3.64,0.0,296.0,,,32.0,158.0,17.0,158.0,8.0,71.0
GALN2,2021-01-01 18:50:00,17.0,45.0,3.64,0.0,418.0,,,36.0,138.0,11.0,143.0,6.0,65.0
GALN2,2021-01-01 19:50:00,14.0,44.0,3.64,0.0,451.0,,,39.0,151.0,10.0,145.0,6.0,60.0
GALN2,2021-01-01 20:50:00,13.0,41.0,3.64,0.0,272.0,,,38.0,172.0,9.0,167.0,5.0,58.0
GALN2,2021-01-01 21:50:00,12.0,39.0,3.64,0.0,192.0,,,38.0,165.0,8.0,158.0,4.0,61.0
GALN2,2021-01-01 22:50:00,12.0,42.0,3.64,0.0,213.0,,,41.0,138.0,9.0,140.0,4.0,57.0
GALN2,2021-01-01 23:50:00,12.0,37.0,3.64,0.0,148.0,,,37.0,167.0,8.0,163.0,5.0,64.0
GALN2,2021-01-02 00:50:00,12.0,31.0,3.64,0.0,40.0,,,33.0,140.0,9.0,177.0,2.0,69.0
GALN2,2021-01-02 01:50:00,12.0,28.0,3.64,0.0,1.0,,,31.0,271.0,9.0,39.0,2.0,73.0
GALN2,2021-01-02 02:50:00,13.0,28.0,3.64,0.0,0.0,,,33.0,289.0,7.0,4.0,2.0,64.0
GALN2,2021-01-02 03:50:00,13.0,31.0,3.64,0.0,0.0,,,36.0,166.0,13.0,179.0,3.0,54.0
GALN2,2021-01-02 04:50:00,13.0,32.0,3.64,0.0,0.0,,,36.0,109.0,16.0,126.0,4.0,53.0
GALN2,2021-01-02 05:50:00,12.0,36.0,3.64,0.0,0.0,,,39.0,59.0,30.0,99.0,7.0,46.0
GALN2,2021-01-02 06:50:00,12.0,34.0,3.64,0.0,0.0,,,37.0,30.0,13.0,10.0,6.0,49.0
GALN2,2021-01-02 07:50:00,12.0,34.0,3.64,0.0,0.0,,,36.0,352.0,18.0,344.0,8.0,53.0
GALN2,2021-01-02 08:50:00,12.0,32.0,3.64,0.0,0.0,,,34.0,33.0,10.0,43.0,4.0,55.0
GALN2,2021-01-02 09:50:00,12.0,35.0,3.64,0.0,0.0,,,35.0,341.0,14.0,349.0,5.0,55.0
GALN2,2021-01-02 10:50:00,12.0,32.0,3.64,0.0,0.0,,,33.0,214.0,7.0,266.0,2.0,63.0
GALN2,2021-01-02 11:50:00,12.0,29.0,3.64,0.0,0.0,,,33.0,165.0,11.0,156.0,3.0,67.0
GALN2,2021-01-02 12:00:00,,,,,,20.0,41.0,,,,,,
GALN2,2021-01-02 12:50:00,12.0,31.0,3.64,0.0,0.0,,,33.0,355.0,13.0,14.0,8.0,65.0
GALN2,2021-01-02 13:50:00,13.0,29.0,3.64,0.0,0.0,,,32.0,352.0,16.0,355.0,4.0,67.0
GALN2,2021-01-02 14:50:00,13.0,26.0,3.64,0.0,0.0,,,29.0,334.0,7.0,339.0,6.0,77.0
GALN2,2021-01-02 15:50:00,14.0,28.0,3.64,0.0,19.0,,,32.0,359.0,10.0,5.0,4.0,78.0
GALN2,2021-01-02 16:50:00,15.0,38.0,3.64,0.0,137.0,,,38.0,16.0,10.0,12.0,4.0,64.0
GALN2,2021-01-02 17:50:00,14.0,43.0,3.64,0.0,214.0,,,40.0,3.0,11.0,29.0,7.0,61.0
GALN2,2021-01-02 18:50:00,13.0,48.0,3.64,0.0,396.0,,,43.0,30.0,12.0,36.0,8.0,54.0
GALN2,2021-01-02 19:50:00,12.0,43.0,3.64,0.0,261.0,,,42.0,22.0,13.0,24.0,6.0,57.0
GALN2,2021-01-02 20:50:00,12.0,42.0,3.64,0.0,150.0,,,42.0,82.0,10.0,27.0,1.0,58.0
GALN2,2021-01-02 21:50:00,12.0,53.0,3.64,0.0,318.0,,,46.0,77.0,11.0,147.0,4.0,53.0
GALN2,2021-01-02 22:50:00,11.0,52.0,3.64,0.0,396.0,,,52.0,175.0,24.0,158.0,12.0,50.0
GALN2,2021-01-02 23:50:00,11.0,44.0,3.64,0.0,155.0,,,44.0,181.0,24.0,167.0,12.0,59.0
GALN2,2021-01-03 00:50:00,11.0,39.0,3.64,0.0,37.0,,,41.0,26.0,16.0,192.0,7.0,68.0
GALN2,2021-01-03 01:50:00,11.0,37.0,3.64,0.0,0.0,,,40.0,89.0,14.0,23.0,4.0,68.0
GALN2,2021-01-03 02:50:00,12.0,37.0,3.64,0.0,0.0,,,39.0,65.0,8.0,72.0,3.0,70.0
GALN2,2021-01-03 03:50:00,12.0,36.0,3.64,0.0,0.0,,,38.0,27.0,7.0,12.0,2.0,74.0
GALN2,2021-01-03 04:50:00,13.0,40.0,3.64,0.0,0.0,,,42.0,247.0,21.0,263.0,7.0,52.0
GALN2,2021-01-03 05:50:00,12.0,39.0,3.64,0.0,0.0,,,40.0,31.0,14.0,48.0,6.0,65.0
GALN2,2021-01-03 06:50:00,13.0,39.0,3.64,0.0,0.0,,,41.0,96.0,22.0,40.0,9.0,60.0
GALN2,2021-01-03 07:50:00,12.0,39.0,3.64,0.0,0.0,,,40.0,161.0,25.0,73.0,6.0,54.0
GALN2,2021-01-03 08:50:00,12.0,39.0,3.64,0.0,0.0,,,39.0,188.0,25.0,187.0,13.0,59.0
GALN2,2021-01-03 09:50:00,12.0,38.0,3.64,0.0,0.0,,,38.0,173.0,27.0,185.0,14.0,64.0
GALN2,2021-01-03 10:50:00,12.0,37.0,3.64,0.0,0.0,,,37.0,183.0,27.0,168.0,16.0,71.0
GALN2,2021-01-03 11:50:00,12.0,37.0,3.64,0.0,0.0,,,38.0,186.0,27.0,171.0,12.0,70.0
GALN2,2021-01-03 12:00:00,,,,,,29.0,52.0,,,,,,
GALN2,2021-01-03 12:50:00,13.0,36.0,3.64,0.0,0.0,,,38.0,182.0,19.0,205.0,4.0,68.0
GALN2,2021-01-03 13:50:00,13.0,31.0,3.64,0.0,0.0,,,33.0,74.0,6.0,205.0,1.0,76.0
GALN2,2021-01-03 14:50:00,13.0,29.0,3.64,0.0,0.0,,,32.0,70.0,5.0,139.0,1.0,81.0
GALN2,2021-01-03 15:50:00,15.0,31.0,3.64,0.0,12.0,,,33.0,14.0,9.0,315.0,3.0,80.0
GALN2,2021-01-03 16:50:00,16.0,40.0,3.64,0.0,171.0,,,39.0,70.0,10.0,66.0,3.0,64.0
GALN2,2021-01-03 17:50:00,14.0,41.0,3.64,0.0,200.0,,,40.0,81.0,7.0,35.0,2.0,61.0
GALN2,2021-01-03 18:50:00,13.0,55.0,3.64,0.0,406.0,,,45.0,155.0,8.0,171.0,4.0,54.0
GALN2,2021-01-03 19:50:00,11.0,56.0,3.64,0.0,415.0,,,48.0,151.0,10.0,151.0,5.0,48.0
GALN2,2021-01-03 20:50:00,11.0,49.0,3.64,0.0,338.0,,,47.0,334.0,10.0,138.0,1.0,48.0
GALN2,2021-01-03 21:50:00,10.0,49.0,3.64,0.0,169.0,,,48.0,92.0,7.0,82.0,4.0,47.0
GALN2,2021-01-03 22:50:00,10.0,46.0,3.64,0.0,139.0,,,46.0,47.0,8.0,92.0,3.0,51.0
GALN2,2021-01-03 23:50:00,10.0,44.0,3.64,0.0,85.0,,,45.0,64.0,10.0,83.0,4.0,53.0
GALN2,2021-01-04 00:50:00,10.0,35.0,3.64,0.0,29.0,,,38.0,327.0,7.0,69.0,2.0,69.0
GALN2,2021-01-04 01:50:00,10.0,34.0,3.64,0.0,0.0,,,36.0,269.0,5.0,285.0,3.0,77.0
GALN2,2021-01-04 02:50:00,11.0,32.0,3.64,0.0,0.0,,,35.0,252.0,7.0,265.0,1.0,74.0
GALN2,2021-01-04 03:50:00,12.0,32.0,3.64,0.0,0.0,,,34.0,306.0,6.0,317.0,4.0,80.0
GALN2,2021-01-04 04:50:00,12.0,33.0,3.64,0.0,0.0,,,35.0,299.0,7.0,319.0,1.0,77.0
GALN2,2021-01-04 05:50:00,13.0,33.0,3.64,0.0,0.0,,,36.0,297.0,5.0,314.0,1.0,74.0
GALN2,2021-01-04 06:50:00,14.0,34.0,3.64,0.0,0.0,,,36.0,338.0,5.0,289.0,4.0,72.0
GALN2,2021-01-04 07:50:00,14.0,34.0,3.64,0.0,0.0,,,36.0,326.0,7.0,140.0,4.0,66.0
GALN2,2021-01-04 08:50:00,14.0,33.0,3.64,0.0,0.0,,,37.0,178.0,10.0,150.0,5.0,59.0
GALN2,2021-01-04 09:50:00,14.0,40.0,3.64,0.0,0.0,,,42.0,178.0,19.0,182.0,11.0,44.0
GALN2,2021-01-04 10:50:00,13.0,40.0,3.64,0.0,0.0,,,42.0,158.0,20.0,166.0,13.0,47.0
GALN2,2021-01-04 11:50:00,12.0,40.0,3.64,0.0,0.0,,,41.0,148.0,20.0,166.0,10.0,55.0
GALN2,2021-01-04 12:00:00,,,,,,32.0,48.0,,,,,,
GALN2,2021-01-04 12:50:00,12.0,38.0,3.64,0.0,0.0,,,39.0,152.0,27.0,140.0,14.0,80.0
GALN2,2021-01-04 13:50:00,14.0,36.0,3.64,0.0,0.0,,,38.0,140.0,26.0,137.0,13.0,90.0
GALN2,2021-01-04 14:50:00,16.0,37.0,3.64,0.0,0.0,,,38.0,145.0,29.0,142.0,17.0,89.0
GALN2,2021-01-04 15:50:00,18.0,36.0,3.65,0.01,6.0,,,38.0,166.0,32.0,128.0,12.0,85.0
GALN2,2021-01-04 16:50:00,19.0,37.0,3.65,0.0,65.0,,,43.0,209.0,34.0,186.0,17.0,51.0
GALN2,2021-01-04 17:50:00,19.0,47.0,3.65,0.0,192.0,,,45.0,190.0,44.0,177.0,27.0,54.0
GALN2,2021-01-04 18:50:00,17.0,49.0,3.65,0.0,391.0,,,43.0,215.0,55.0,207.0,32.0,62.0
GALN2,2021-01-04 19:50:00,16.0,43.0,3.67,0.02,336.0,,,40.0,219.0,51.0,180.0,29.0,93.0
GALN2,2021-01-04 20:50:00,20.0,39.0,3.75,0.08,113.0,,,39.0,197.0,46.0,231.0,18.0,100.0
GALN2,2021-01-04 21:50:00,22.0,39.0,3.77,0.02,127.0,,,39.0,218.0,40.0,232.0,20.0,100.0
GALN2,2021-01-04 22:50:00,22.0,39.0,3.77,0.0,98.0,,,40.0,207.0,45.0,239.0,19.0,100.0
GALN2,2021-01-04 23:50:00,23.0,37.0,3.81,0.04,31.0,,,38.0,210.0,40.0,195.0,17.0,100.0
GALN2,2021-01-05 00:50:00,23.0,33.0,3.84,0.03,7.0,,,33.0,240.0,46.0,229.0,27.0,100.0
GALN2,2021-01-05 01:50:00,24.0,31.0,3.84,0.0,1.0,,,32.0,239.0,53.0,244.0,23.0,92.0
GALN2,2021-01-05 02:50:00,24.0,29.0,3.84,0.0,0.0,,,31.0,176.0,41.0,141.0,7.0,86.0
GALN2,2021-01-05 03:50:00,23.0,31.0,3.84,0.0,0.0,,,34.0,250.0,34.0,227.0,7.0,70.0
GALN2,2021-01-05 04:50:00,20.0,31.0,3.84,0.0,0.0,,,33.0,165.0,24.0,183.0,5.0,72.0
GALN2,2021-01-05 05:50:00,20.0,30.0,3.84,0.0,0.0,,,33.0,83.0,26.0,241.0,6.0,73.0
GALN2,2021-01-05 06:50:00,18.0,27.0,3.84,0.0,0.0,,,31.0,270.0,13.0,170.0,1.0,79.0
GALN2,2021-01-05 07:50:00,19.0,27.0,3.84,0.0,0.0,,,30.0,3.0,10.0,328.0,6.0,77.0
GALN2,2021-01-05 08:50:00,18.0,26.0,3.84,0.0,0.0,,,29.0,288.0,15.0,6.0,3.0,79.0
GALN2,2021-01-05 09:50:00,18.0,22.0,3.84,0.0,0.0,,,26.0,303.0,5.0,199.0,3.0,85.0
GALN2,2021-01-05 10:50:00,19.0,26.0,3.84,0.0,0.0,,,29.0,345.0,11.0,346.0,6.0,77.0
GALN2,2021-01-05 11:50:00,19.0,23.0,3.84,0.0,0.0,,,26.0,320.0,9.0,323.0,4.0,84.0
GALN2,2021-01-05 12:00:00,,,,,,26.0,45.0,,,,,,
GALN2,2021-01-05 12:50:00,20.0,19.0,3.84,0.0,0.0,,,24.0,264.0,5.0,264.0,2.0,88.0
GALN2,2021-01-05 13:50:00,19.0,20.0,3.84,0.0,0.0,,,24.0,216.0,8.0,188.0,2.0,82.0
GALN2,2021-01-05 14:50:00,21.0,21.0,3.84,0.0,0.0,,,26.0,249.0,9.0,254.0,6.0,72.0
GALN2,2021-01-05 15:50:00,21.0,22.0,3.84,0.0,17.0,,,26.0,241.0,8.0,260.0,3.0,70.0
GALN2,2021-01-05 16:50:00,21.0,30.0,3.84,0.0,132.0,,,30.0,37.0,9.0,5.0,4.0,78.0
GALN2,2021-01-05 17:50:00,20.0,39.0,3.84,0.0,292.0,,,33.0,56.0,7.0,28.0,2.0,71.0
GALN2,2021-01-05 18:50:00,17.0,43.0,3.84,0.0,421.0,,,35.0,52.0,8.0,53.0,5.0,68.0
GALN2,2021-01-05 19:50:00,14.0,46.0,3.84,0.0,487.0,,,38.0,56.0,9.0,47.0,5.0,63.0
GALN2,2021-01-05 20:50:00,13.0,51.0,3.84,0.0,500.0,,,41.0,155.0,7.0,70.0,2.0,57.0
GALN2,2021-01-05 21:50:00,12.0,51.0,3.84,0.0,448.0,,,41.0,140.0,7.0,122.0,2.0,54.0
GALN2,2021-01-05 22:50:00,11.0,50.0,3.84,0.0,344.0,,,47.0,96.0,7.0,146.0,3.0,46.0
GALN2,2021-01-05 23:50:00,11.0,45.0,3.84,0.0,214.0,,,44.0,68.0,6.0,122.0,4.0,49.0
GALN2,2021-01-06 00:50:00,11.0,31.0,3.84,0.0,29.0,,,33.0,325.0,6.0,331.0,5.0,69.0
GALN2,2021-01-06 01:50:00,11.0,28.0,3.84,0.0,1.0,,,31.0,314.0,6.0,323.0,5.0,73.0
GALN2,2021-01-06 02:50:00,11.0,27.0,3.84,0.0,0.0,,,31.0,290.0,7.0,310.0,4.0,70.0
GALN2,2021-01-06 03:50:00,12.0,26.0,3.84,0.0,0.0,,,29.0,319.0,7.0,323.0,5.0,73.0
GALN2,2021-01-06 04:50:00,12.0,23.0,3.84,0.0,0.0,,,28.0,257.0,6.0,311.0,4.0,73.0
GALN2,2021-01-06 05:50:00,12.0,22.0,3.84,0.0,0.0,,,29.0,231.0,7.0,263.0,3.0,66.0
GALN2,2021-01-06 06:50:00,13.0,20.0,3.84,0.0,0.0,,,26.0,220.0,5.0,234.0,1.0,69.0
GALN2,2021-01-06 07:50:00,14.0,21.0,3.84,0.0,0.0,,,29.0,239.0,6.0,236.0,5.0,57.0
GALN2,2021-01-06 08:50:00,14.0,24.0,3.84,0.0,0.0,,,29.0,186.0,6.0,225.0,2.0,66.0
GALN2,2021-01-06 09:50:00,14.0,23.0,3.84,0.0,0.0,,,27.0,263.0,6.0,7.0,2.0,64.0
GALN2,2021-01-06 10:50:00,15.0,21.0,3.84,0.0,0.0,,,26.0,269.0,5.0,217.0,0.0,65.0
GALN2,2021-01-06 11:50:00,15.0,23.0,3.84,0.0,0.0,,,28.0,226.0,6.0,332.0,4.0,62.0
GALN2,2021-01-06 12:00:00,,,,,,24.0,47.0,,,,,,
GALN2,2021-01-06 12:50:00,15.0,25.0,3.84,0.0,0.0,,,28.0,333.0,9.0,239.0,2.0,65.0
GALN2,2021-01-06 13:50:00,15.0,21.0,3.84,0.0,0.0,,,27.0,219.0,7.0,267.0,3.0,67.0
GALN2,2021-01-06 14:50:00,15.0,23.0,3.84,0.0,0.0,,,27.0,327.0,8.0,159.0,2.0,64.0
GALN2,2021-01-06 15:50:00,16.0,26.0,3.84,0.0,17.0,,,30.0,15.0,8.0,313.0,2.0,60.0
GALN2,2021-01-06 16:50:00,16.0,37.0,3.84,0.0,157.0,,,38.0,4.0,9.0,354.0,4.0,44.0
GALN2,2021-01-06 17:50:00,14.0,38.0,3.84,0.0,115.0,,,38.0,25.0,8.0,49.0,1.0,54.0
GALN2,2021-01-06 18:50:00,13.0,40.0,3.84,0.0,107.0,,,41.0,38.0,10.0,174.0,3.0,31.0
GALN2,2021-01-06 19:50:00,14.0,43.0,3.84,0.0,156.0,,,42.0,58.0,14.0,4.0,4.0,33.0
GALN2,2021-01-06 20:50:00,11.0,57.0,3.84,0.0,550.0,,,51.0,176.0,27.0,186.0,14.0,18.0
GALN2,2021-01-06 21:50:00,11.0,55.0,3.84,0.0,503.0,,,49.0,177.0,32.0,169.0,15.0,22.0
GALN2,2021-01-06 22:50:00,10.0,54.0,3.84,0.0,384.0,,,54.0,160.0,23.0,165.0,7.0,24.0
GALN2,2021-01-06 23:50:00,10.0,46.0,3.84,0.0,207.0,,,46.0,139.0,22.0,179.0,6.0,32.0
GALN2,2021-01-07 00:50:00,9.0,37.0,3.84,0.0,41.0,,,40.0,155.0,20.0,162.0,4.0,42.0
GALN2,2021-01-07 01:50:00,9.0,36.0,3.84,0.0,1.0,,,39.0,204.0,24.0,149.0,6.0,46.0
GALN2,2021-01-07 02:50:00,9.0,37.0,3.84,0.0,0.0,,,40.0,237.0,17.0,201.0,7.0,52.0
GALN2,2021-01-07 03:50:00,9.0,34.0,3.84,0.0,0.0,,,38.0,143.0,16.0,115.0,4.0,53.0
GALN2,2021-01-07 04:50:00,9.0,34.0,3.84,0.0,0.0,,,38.0,138.0,16.0,167.0,8.0,51.0
GALN2,2021-01-07 05:50:00,9.0,34.0,3.84,0.0,0.0,,,37.0,155.0,21.0,161.0,7.0,54.0
GALN2,2021-01-07 06:50:00,9.0,29.0,3.84,0.0,0.0,,,35.0,89.0,15.0,191.0,3.0,49.0
GALN2,2021-01-07 07:50:00,9.0,25.0,3.84,0.0,0.0,,,31.0,305.0,8.0,45.0,0.0,53.0
GALN2,2021-01-07 08:50:00,10.0,21.0,3.84,0.0,0.0,,,28.0,314.0,8.0,269.0,1.0,56.0
GALN2,2021-01-07 09:50:00,10.0,22.0,3.84,0.0,0.0,,,28.0,330.0,7.0,294.0,1.0,45.0
GALN2,2021-01-07 10:50:00,10.0,20.0,3.84,0.0,0.0,,,27.0,263.0,8.0,302.0,3.0,44.0
GALN2,2021-01-07 11:50:00,10.0,21.0,3.84,0.0,0.0,,,26.0,348.0,9.0,11.0,5.0,46.0
GALN2,2021-01-07 12:00:00,,,,,,26.0,54.0,,,,,,
GALN2,2021-01-07 12:50:00,11.0,20.0,3.84,0.0,0.0,,,24.0,304.0,7.0,316.0,4.0,53.0
GALN2,2021-01-07 13:50:00,11.0,19.0,3.84,0.0,0.0,,,23.0,321.0,7.0,322.0,6.0,54.0
GALN2,2021-01-07 14:50:00,11.0,16.0,3.84,0.0,0.0,,,25.0,248.0,7.0,258.0,3.0,35.0
GALN2,2021-01-07 15:50:00,11.0,17.0,3.84,0.0,14.0,,,27.0,204.0,6.0,153.0,4.0,43.0
GALN2,2021-01-07 16:50:00,12.0,33.0,3.84,0.0,151.0,,,33.0,73.0,6.0,239.0,2.0,37.0
GALN2,2021-01-07 17:50:00,11.0,42.0,3.84,0.0,293.0,,,34.0,92.0,6.0,73.0,2.0,40.0
GALN2,2021-01-07 18:50:00,11.0,48.0,3.84,0.0,430.0,,,37.0,132.0,7.0,152.0,2.0,44.0
GALN2,2021-01-07 19:50:00,10.0,52.0,3.84,0.0,523.0,,,41.0,86.0,8.0,113.0,4.0,41.0
GALN2,2021-01-07 20:50:00,10.0,47.0,3.84,0.0,369.0,,,43.0,134.0,6.0,106.0,2.0,37.0
GALN2,2021-01-07 21:50:00,9.0,50.0,3.84,0.0,417.0,,,44.0,148.0,7.0,98.0,3.0,32.0
GALN2,2021-01-07 22:50:00,9.0,50.0,3.84,0.0,394.0,,,48.0,134.0,9.0,131.0,4.0,26.0
GALN2,2021-01-07 23:50:00,9.0,42.0,3.84,0.0,176.0,,,42.0,67.0,7.0,20.0,3.0,40.0
GALN2,2021-01-08 00:50:00,8.0,34.0,3.84,0.0,46.0,,,37.0,263.0,6.0,213.0,2.0,50.0
GALN2,2021-01-08 01:50:00,8.0,30.0,3.84,0.0,1.0,,,32.0,314.0,7.0,7.0,4.0,56.0
GALN2,2021-01-08 02:50:00,8.0,27.0,3.84,0.0,0.0,,,30.0,271.0,5.0,276.0,3.0,60.0
GALN2,2021-01-08 03:50:00,8.0,25.0,3.84,0.0,0.0,,,32.0,231.0,5.0,232.0,4.0,53.0
GALN2,2021-01-08 04:50:00,9.0,25.0,3.84,0.0,0.0,,,28.0,187.0,4.0,223.0,0.0,64.0
GALN2,2021-01-08 05:50:00,9.0,25.0,3.84,0.0,0.0,,,28.0,288.0,6.0,337.0,2.0,64.0
GALN2,2021-01-08 06:50:00,9.0,25.0,3.84,0.0,0.0,,,29.0,192.0,5.0,181.0,2.0,62.0
GALN2,2021-01-08 07:50:00,10.0,28.0,3.84,0.0,0.0,,,31.0,198.0,7.0,174.0,4.0,58.0
GALN2,2021-01-08 08:50:00,10.0,25.0,3.84,0.0,0.0,,,29.0,177.0,6.0,204.0,2.0,60.0
GALN2,2021-01-08 09:50:00,11.0,25.0,3.84,0.0,0.0,,,30.0,185.0,7.0,178.0,2.0,57.0
GALN2,2021-01-08 10:50:00,11.0,26.0,3.84,0.0,0.0,,,30.0,203.0,7.0,158.0,3.0,58.0
GALN2,2021-01-08 11:50:00,11.0,30.0,3.84,0.0,0.0,,,32.0,9.0,9.0,30.0,6.0,54.0
GALN2,2021-01-08 12:00:00,,,,,,23.0,48.0,,,,,,
GALN2,2021-01-08 12:50:00,11.0,32.0,3.84,0.0,0.0,,,36.0,267.0,10.0,320.0,3.0,36.0
GALN2,2021-01-08 13:50:00,11.0,31.0,3.84,0.0,0.0,,,34.0,251.0,14.0,222.0,3.0,45.0
GALN2,2021-01-08 14:50:00,11.0,32.0,3.84,0.0,0.0,,,35.0,208.0,18.0,168.0,6.0,45.0
GALN2,2021-01-08 15:50:00,11.0,31.0,3.84,0.0,5.0,,,34.0,191.0,17.0,172.0,10.0,44.0
GALN2,2021-01-08 16:50:00,11.0,42.0,3.84,0.0,125.0,,,43.0,198.0,21.0,184.0,12.0,49.0
GALN2,2021-01-08 17:50:00,11.0,50.0,3.84,0.0,314.0,,,46.0,198.0,27.0,179.0,13.0,49.0
GALN2,2021-01-08 18:50:00,10.0,54.0,3.84,0.0,437.0,,,48.0,211.0,28.0,192.0,15.0,43.0
GALN2,2021-01-08 19:50:00,10.0,55.0,3.84,0.0,503.0,,,49.0,220.0,30.0,219.0,14.0,42.0
GALN2,2021-01-08 20:50:00,9.0,56.0,3.84,0.0,520.0,,,49.0,236.0,33.0,250.0,15.0,38.0
GALN2,2021-01-08 21:50:00,9.0,51.0,3.84,0.0,468.0,,,46.0,246.0,38.0,238.0,19.0,41.0
GALN2,2021-01-08 22:50:00,9.0,50.0,3.84,0.0,366.0,,,49.0,256.0,38.0,249.0,17.0,38.0
GALN2,2021-01-08 23:50:00,9.0,42.0,3.84,0.0,174.0,,,45.0,263.0,38.0,269.0,12.0,41.0
GALN2,2021-01-09 00:50:00,8.0,38.0,3.84,0.0,61.0,,,41.0,206.0,26.0,253.0,10.0,45.0
GALN2,2021-01-09 01:50:00,8.0,29.0,3.84,0.0,1.0,,,32.0,240.0,15.0,181.0,1.0,75.0
GALN2,2021-01-09 02:50:00,9.0,28.0,3.84,0.0,0.0,,,31.0,336.0,14.0,349.0,7.0,77.0
GALN2,2021-01-09 03:50:00,9.0,27.0,3.84,0.0,0.0,,,29.0,345.0,15.0,11.0,7.0,69.0
GALN2,2021-01-09 04:50:00,9.0,22.0,3.84,0.0,0.0,,,25.0,330.0,10.0,355.0,2.0,77.0
GALN2,2021-01-09 05:50:00,10.0,19.0,3.84,0.0,0.0,,,23.0,286.0,5.0,349.0,2.0,83.0
GALN2,2021-01-09 06:50:00,10.0,18.0,3.84,0.0,0.0,,,23.0,280.0,5.0,258.0,2.0,81.0
GALN2,2021-01-09 07:50:00,11.0,19.0,3.84,0.0,0.0,,,22.0,316.0,5.0,311.0,4.0,83.0
GALN2,2021-01-09 08:50:00,11.0,19.0,3.84,0.0,0.0,,,23.0,299.0,7.0,277.0,4.0,80.0
GALN2,2021-01-09 09:50:00,12.0,16.0,3.84,0.0,0.0,,,20.0,275.0,6.0,302.0,2.0,84.0
GALN2,2021-01-09 10:50:00,12.0,16.0,3.84,0.0,0.0,,,19.0,282.0,5.0,330.0,2.0,86.0
GALN2,2021-01-09 11:50:00,13.0,16.0,3.84,0.0,0.0,,,19.0,288.0,4.0,278.0,3.0,87.0
GALN2,2021-01-09 12:00:00,,,,,,19.0,49.0,,,,,,
GALN2,2021-01-09 12:50:00,13.0,15.0,3.84,0.0,0.0,,,21.0,260.0,5.0,278.0,2.0,81.0
GALN2,2021-01-09 13:50:00,13.0,12.0,3.84,0.0,0.0,,,18.0,251.0,4.0,260.0,2.0,84.0
GALN2,2021-01-09 14:50:00,14.0,11.0,3.84,0.0,0.0,,,17.0,210.0,5.0,229.0,3.0,89.0
GALN2,2021-01-09 15:50:00,14.0,14.0,3.84,0.0,13.0,,,21.0,244.0,5.0,244.0,2.0,81.0
GALN2,2021-01-09 16:50:00,15.0,27.0,3.84,0.0,158.0,,,28.0,160.0,5.0,151.0,3.0,73.0
GALN2,2021-01-09 17:50:00,15.0,36.0,3.84,0.0,309.0,,,31.0,156.0,11.0,159.0,8.0,64.0
GALN2,2021-01-09 18:50:00,14.0,42.0,3.84,0.0,433.0,,,34.0,154.0,14.0,160.0,8.0,60.0
